date,official_forecast,actual_gold_price,forecast_lower,forecast_upper,split,source_model_label,selected_model_key,selected_model_name
2020-11-03,1624.2820615150692,1671.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-04,1717.6562323543683,1671.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-05,1711.1751786260584,1713.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-06,1744.5438637621128,1749.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-09,1771.0725813098663,1954.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-10,1940.4455491641195,1954.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-11,1931.930434244853,1882.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-12,1872.5593712087534,1849.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-13,1848.5044196656331,1895.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-16,1888.9121158036655,1898.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-17,1889.0018119471965,1892.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-18,1884.87994821774,1884.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-19,1878.3567738921358,1872.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-20,1869.2867492236905,1879.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-23,1875.4905628776494,1875.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-24,1871.8480537542976,1836.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-25,1840.2518831357065,1816.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-26,1824.5350413119472,1822.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-27,1830.3529794332446,1820.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-11-30,1827.5320023591098,1789.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-01,1802.0722543070954,1789.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-02,1802.852027887836,1570.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-03,1618.210042582891,1651.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-04,1693.432041687494,1651.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-07,1687.8522171890936,1746.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-08,1766.5100933085894,1948.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-09,1930.4339093709914,1948.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-10,1922.2618990923922,1933.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-11,1910.5845163151537,1883.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-14,1870.1739168054416,1839.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-15,1836.8140650652253,1856.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-16,1852.5445455429515,1867.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-17,1861.1999101294673,1898.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-18,1887.1301762108092,1892.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-21,1881.5614485535539,1908.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-22,1895.5710108194548,1885.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-23,1876.1062683498628,1880.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-24,1873.1291251039925,1882.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-25,1875.3662045532697,1882.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-28,1875.589795054527,1900.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-29,1891.5642892179687,1886.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-30,1879.0056331539176,1899.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2020-12-31,1890.6363540984112,1904.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-01,1895.4019886024591,1904.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-04,1895.579722466821,1730.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-05,1749.7698980670257,1730.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-06,1756.6702128346994,1917.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-07,1912.1680431421032,1783.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-08,1791.750542107001,1783.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-11,1797.3525848657903,1797.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-12,1808.5208222716426,1792.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-13,1803.1040961456422,1863.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-14,1862.0022122723567,1857.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-15,1854.3669938719743,1856.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-18,1853.9205951500282,1845.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-19,1844.3682399175084,1845.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-20,1844.916158577786,1872.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-21,1867.547919188891,1874.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-22,1868.726859502201,1870.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-25,1865.6989615378118,1867.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-26,1863.2565013097153,1860.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-27,1858.0698312638187,1851.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-28,1850.6977305571488,1865.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-01-29,1862.4646898496776,1877.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-01,1872.2034876188056,1877.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-02,1871.8903572465458,1863.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-03,1860.7394182393418,1737.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-04,1756.0512587203962,1737.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-05,1760.8265385137347,1737.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-08,1759.75623260149,1819.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-09,1827.2897218617215,1817.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-10,1821.1804235439613,1817.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-11,1821.1025169491413,1797.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-12,1804.7417422404137,1782.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-15,1792.4593901260514,1827.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-16,1830.058296224788,1825.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-17,1826.3347102725675,1792.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-18,1799.045852783091,1787.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-19,1796.0132096972784,1789.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-22,1797.0189629666384,1809.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-23,1814.099288754243,1813.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-24,1815.5678233956526,1810.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-25,1813.3823296352175,1805.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-02-26,1808.583474419151,1773.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-01,1782.5239625491877,1773.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-02,1783.5131907658147,1844.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-03,1842.3131877149706,1739.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-04,1750.9218645456804,1739.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-05,1755.0840526034985,1798.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-08,1804.4576187507623,1814.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-09,1814.180901993618,1834.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-10,1830.6778946379818,1834.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-11,1829.9391421602302,1789.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-12,1792.2704175401016,1785.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-15,1791.3034844631038,1733.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-16,1747.038075377537,1740.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-17,1754.8686084871792,1750.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-18,1762.338901327805,1754.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-19,1764.3588099253789,1746.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-22,1756.9373246657885,1747.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-23,1757.5499461195425,1742.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-24,1752.8289920736904,1737.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-25,1748.9454629639847,1744.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-26,1754.565270505536,1735.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-29,1745.9999345611227,1732.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-30,1743.4972195771654,1712.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-03-31,1726.5265732688993,1714.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-01,1728.5336050580888,1948.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-02,1923.7465567433621,1834.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-05,1818.328374828235,1799.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-06,1795.270854689087,1897.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-07,1878.9728313040443,1897.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-08,1875.4527609264878,1832.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-09,1821.8261512280537,1832.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-12,1825.218322821225,1800.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-13,1798.8875980196447,1748.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-14,1756.8790183137896,1749.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-15,1759.307823187215,1768.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-16,1775.228032119446,1783.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-19,1786.531003550602,1789.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-20,1790.6686523486358,1779.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-21,1781.797632526165,1797.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-22,1797.6371372956594,1797.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-23,1796.3940212058997,1795.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-26,1794.7776976407772,1782.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-27,1784.2432560795492,1784.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-28,1786.238478065497,1780.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-29,1782.4642128826488,1789.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-04-30,1790.8387785410403,1773.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-03,1776.4406384150984,1705.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-04,1720.383259389915,1733.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-05,1745.769574474857,1788.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-06,1789.9659826049444,1788.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-07,1787.425060263787,1815.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-10,1810.5871373683842,1768.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-11,1770.3693604195482,1820.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-12,1815.302291718808,1820.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-13,1813.2365078122762,1829.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-14,1821.0981537684977,1847.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-17,1836.1530071638101,1869.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-18,1854.4623189622191,1875.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-19,1859.6908465568729,1891.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-20,1873.0554946320415,1885.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-21,1868.1866862363993,1890.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-24,1873.440699602079,1887.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-25,1871.9894634933821,1901.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-26,1883.982612530831,1913.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-27,1894.3289875904886,1904.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-28,1887.2948745560523,1907.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-05-31,1890.8345717148472,1919.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-01,1901.4477612294609,1962.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-02,1938.0293344093116,1962.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-03,1937.2311300989352,1962.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-04,1938.4056627293921,1745.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-07,1757.2455895496373,1815.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-08,1825.6507563395633,1803.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-09,1811.970908382268,1833.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-10,1837.097356442336,1765.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-11,1778.525499759886,1765.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-14,1780.9596750972296,1878.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-15,1874.8544318776699,1868.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-16,1862.0059743839317,1864.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-17,1858.8913302488822,1824.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-18,1825.653343388723,1796.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-21,1804.326651919549,1785.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-22,1795.8896215680052,1789.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-23,1798.9152997853982,1794.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-24,1802.9028718936981,1787.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-25,1796.1485248234962,1789.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-28,1798.3217022733613,1783.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-29,1792.4459101600723,1779.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-06-30,1788.7124933981827,1774.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-01,1784.691251170084,1929.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-02,1914.244897996286,1929.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-05,1908.0341465674212,1844.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-06,1837.800691069638,1901.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-07,1889.5187987937406,1810.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-08,1811.1000347664356,1810.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-09,1815.1351037558873,1831.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-12,1832.756583317826,1786.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-13,1794.0328980226493,1818.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-14,1822.0935626569362,1831.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-15,1831.4738511282173,1835.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-16,1834.1393352776086,1832.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-19,1832.0774401546812,1818.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-20,1819.889579670919,1825.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-21,1827.0796271399663,1814.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-22,1817.0338498216192,1808.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-23,1812.3970939281212,1810.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-26,1814.407079484092,1812.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-27,1815.221442284721,1805.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-28,1809.4823358199621,1809.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-29,1812.6046706750342,1833.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-07-30,1833.0603017932087,1831.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-02,1830.1423004077885,1838.7,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-03,1836.2586927443936,1712.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-04,1729.871432746362,1758.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-05,1773.507195622004,1758.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-06,1770.7305998091892,1904.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-09,1893.0137263909116,1802.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-10,1800.9430845831723,1780.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-11,1787.490204090588,1828.3,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-12,1828.1114124655337,1790.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-13,1794.6440689142717,1778.6,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-16,1785.833678585497,1787.9,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-17,1793.8413345011697,1794.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-18,1798.6806915380657,1793.0,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-19,1796.9342244862514,1792.2,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-20,1796.1479553199147,1787.8,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-23,1792.3127074272654,1805.5,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-24,1807.1334648230916,1809.4,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
2021-08-25,1809.5347670461338,1802.1,,,validation,"Direct ARIMA(2, 1, 1) — One-Step Rolling Validation",arima,ARIMA
