model_stage,epoch,train_loss,val_loss,best_val_loss
forecast_model,86,0.00036072936324801826,0.000182595008583222,0.0001590454444845414
forecast_model,87,0.0003714114951435477,0.00016230071196332574,0.0001590454444845414
forecast_model,88,0.0003585369883304728,0.00015075916356484717,0.0001590454444845414
forecast_model,89,0.0003554070692708982,0.00017596544542660317,0.00015075916356484717
forecast_model,90,0.00034591123112477363,0.0001514111524253773,0.00015075916356484717
forecast_model,91,0.0003380033021260585,0.0001680035986484856,0.00015075916356484717
forecast_model,92,0.0003498937776644847,0.0001641415745123393,0.00015075916356484717
forecast_model,93,0.00034738785637143465,0.00015474023530259728,0.00015075916356484717
forecast_model,94,0.0003401842417328485,0.00017602878587139357,0.00015075916356484717
forecast_model,95,0.00036343471396581403,0.00015425122627574537,0.00015075916356484717
forecast_model,96,0.0003221864870283753,0.00014927822161957415,0.00015075916356484717
forecast_model,97,0.0003385692984530968,0.0001454034483888083,0.00014927822161957415
forecast_model,98,0.0003530336627071457,0.00014175400752315504,0.0001454034483888083
forecast_model,99,0.000328077601235626,0.00014653401255297163,0.00014175400752315504
forecast_model,100,0.00033927903028338084,0.0001623882659866164,0.00014175400752315504
forecast_model,101,0.0003620352754036763,0.0001459298412858819,0.00014175400752315504
forecast_model,102,0.0003568378069238471,0.0001573159606778063,0.00014175400752315504
forecast_model,103,0.00035564559262378937,0.0001719334403686743,0.00014175400752315504
forecast_model,104,0.0003617967861438436,0.00019223870023981563,0.00014175400752315504
forecast_model,105,0.0003649281221441925,0.00018745185419296226,0.00014175400752315504
forecast_model,106,0.00038940155562678617,0.00019070251275681786,0.00014175400752315504
forecast_model,107,0.00038458961810517524,0.00019118559430353343,0.00014175400752315504
forecast_model,108,0.00038384088381592717,0.0001777631308262547,0.00014175400752315504
forecast_model,109,0.00039772190752306155,0.00017189630792321017,0.00014175400752315504
forecast_model,110,0.00038708027984414784,0.00019545183749869466,0.00014175400752315504
forecast_model,111,0.0004021787999330887,0.0001795521804726579,0.00014175400752315504
forecast_model,112,0.00040718133178805667,0.0001898991839779127,0.00014175400752315504
forecast_model,113,0.0004073644372900682,0.00018631391059089865,0.00014175400752315504
