date,split,actual,yhat,yhat_lower,yhat_upper,forecast_stage
1979-04-18,train,431.2,,,,actual_training_history
1979-04-19,train,431.2,,,,actual_training_history
1979-04-20,train,431.2,,,,actual_training_history
1979-04-23,train,431.2,,,,actual_training_history
1979-04-24,train,431.2,,,,actual_training_history
1979-04-25,train,431.2,,,,actual_training_history
1979-04-26,train,431.2,,,,actual_training_history
1979-04-27,train,431.2,,,,actual_training_history
1979-04-30,train,431.2,,,,actual_training_history
1979-05-01,train,225.5,,,,actual_training_history
1979-05-02,train,243.1,,,,actual_training_history
1979-05-03,train,238.15,,,,actual_training_history
1979-05-04,train,240.65,,,,actual_training_history
1979-05-07,train,288.25,,,,actual_training_history
1979-05-08,train,288.25,,,,actual_training_history
1979-05-09,train,329.0,,,,actual_training_history
1979-05-10,train,385.0,,,,actual_training_history
1979-05-11,train,381.0,,,,actual_training_history
1979-05-14,train,426.4,,,,actual_training_history
1979-05-15,train,426.4,,,,actual_training_history
1979-05-16,train,426.4,,,,actual_training_history
1979-05-17,train,426.4,,,,actual_training_history
1979-05-18,train,426.4,,,,actual_training_history
1979-05-21,train,426.4,,,,actual_training_history
1979-05-22,train,426.4,,,,actual_training_history
1979-05-23,train,426.4,,,,actual_training_history
1979-05-24,train,426.4,,,,actual_training_history
1979-05-25,train,426.4,,,,actual_training_history
1979-05-28,train,426.4,,,,actual_training_history
1979-05-29,train,426.4,,,,actual_training_history
1979-05-30,train,426.4,,,,actual_training_history
1979-05-31,train,426.4,,,,actual_training_history
1979-06-01,train,426.4,,,,actual_training_history
1979-06-04,train,239.75,,,,actual_training_history
1979-06-05,train,239.75,,,,actual_training_history
1979-06-06,train,280.0,,,,actual_training_history
1979-06-07,train,290.25,,,,actual_training_history
1979-06-08,train,282.7,,,,actual_training_history
1979-06-11,train,384.3,,,,actual_training_history
1979-06-12,train,433.75,,,,actual_training_history
1979-06-13,train,433.75,,,,actual_training_history
1979-06-14,train,433.75,,,,actual_training_history
1979-06-15,train,433.75,,,,actual_training_history
1979-06-18,train,433.75,,,,actual_training_history
1979-06-19,train,433.75,,,,actual_training_history
1979-06-20,train,433.75,,,,actual_training_history
1979-06-21,train,433.75,,,,actual_training_history
1979-06-22,train,433.75,,,,actual_training_history
1979-06-25,train,433.75,,,,actual_training_history
1979-06-26,train,433.75,,,,actual_training_history
1979-06-27,train,433.75,,,,actual_training_history
1979-06-28,train,433.75,,,,actual_training_history
1979-06-29,train,433.75,,,,actual_training_history
1979-07-02,train,251.6,,,,actual_training_history
1979-07-03,train,242.25,,,,actual_training_history
1979-07-04,train,242.25,,,,actual_training_history
1979-07-05,train,242.25,,,,actual_training_history
1979-07-06,train,276.05,,,,actual_training_history
1979-07-09,train,329.15,,,,actual_training_history
1979-07-10,train,329.15,,,,actual_training_history
1979-07-11,train,395.0,,,,actual_training_history
1979-07-12,train,430.4,,,,actual_training_history
1979-07-13,train,430.4,,,,actual_training_history
1979-07-16,train,430.4,,,,actual_training_history
1979-07-17,train,430.4,,,,actual_training_history
1979-07-18,train,430.4,,,,actual_training_history
1979-07-19,train,430.4,,,,actual_training_history
1979-07-20,train,430.4,,,,actual_training_history
1979-07-23,train,430.4,,,,actual_training_history
1979-07-24,train,430.4,,,,actual_training_history
1979-07-25,train,430.4,,,,actual_training_history
1979-07-26,train,430.4,,,,actual_training_history
1979-07-27,train,430.4,,,,actual_training_history
1979-07-30,train,430.4,,,,actual_training_history
1979-07-31,train,430.4,,,,actual_training_history
1979-08-01,train,223.1,,,,actual_training_history
1979-08-02,train,250.5,,,,actual_training_history
1979-08-03,train,239.2,,,,actual_training_history
1979-08-06,train,280.0,,,,actual_training_history
1979-08-07,train,280.0,,,,actual_training_history
1979-08-08,train,289.0,,,,actual_training_history
1979-08-09,train,289.0,,,,actual_training_history
1979-08-10,train,372.0,,,,actual_training_history
1979-08-13,train,389.5,,,,actual_training_history
1979-08-14,train,389.5,,,,actual_training_history
1979-08-15,train,389.5,,,,actual_training_history
1979-08-16,train,389.5,,,,actual_training_history
1979-08-17,train,389.5,,,,actual_training_history
1979-08-20,train,389.5,,,,actual_training_history
1979-08-21,train,389.5,,,,actual_training_history
1979-08-22,train,389.5,,,,actual_training_history
1979-08-23,train,389.5,,,,actual_training_history
1979-08-24,train,389.5,,,,actual_training_history
1979-08-27,train,389.5,,,,actual_training_history
1979-08-28,train,389.5,,,,actual_training_history
1979-08-29,train,389.5,,,,actual_training_history
1979-08-30,train,389.5,,,,actual_training_history
1979-08-31,train,389.5,,,,actual_training_history
1979-09-03,train,241.0,,,,actual_training_history
1979-09-04,train,240.2,,,,actual_training_history
1979-09-05,train,247.95,,,,actual_training_history
1979-09-06,train,247.95,,,,actual_training_history
1979-09-07,train,287.85,,,,actual_training_history
1979-09-10,train,385.8,,,,actual_training_history
1979-09-11,train,389.5,,,,actual_training_history
1979-09-12,train,389.5,,,,actual_training_history
1979-09-13,train,389.5,,,,actual_training_history
1979-09-14,train,389.5,,,,actual_training_history
1979-09-17,train,389.5,,,,actual_training_history
1979-09-18,train,389.5,,,,actual_training_history
1979-09-19,train,389.5,,,,actual_training_history
1979-09-20,train,389.5,,,,actual_training_history
1979-09-21,train,389.5,,,,actual_training_history
1979-09-24,train,389.5,,,,actual_training_history
1979-09-25,train,389.5,,,,actual_training_history
1979-09-26,train,389.5,,,,actual_training_history
1979-09-27,train,389.5,,,,actual_training_history
1979-09-28,train,389.5,,,,actual_training_history
1979-10-01,train,220.7,,,,actual_training_history
1979-10-02,train,220.7,,,,actual_training_history
1979-10-03,train,220.7,,,,actual_training_history
1979-10-04,train,239.75,,,,actual_training_history
1979-10-05,train,252.25,,,,actual_training_history
1979-10-08,train,303.75,,,,actual_training_history
1979-10-09,train,336.3,,,,actual_training_history
1979-10-10,train,413.0,,,,actual_training_history
1979-10-11,train,413.0,,,,actual_training_history
1979-10-12,train,431.15,,,,actual_training_history
1979-10-15,train,431.15,,,,actual_training_history
1979-10-16,train,431.15,,,,actual_training_history
1979-10-17,train,431.15,,,,actual_training_history
1979-10-18,train,431.15,,,,actual_training_history
1979-10-19,train,431.15,,,,actual_training_history
1979-10-22,train,431.15,,,,actual_training_history
1979-10-23,train,431.15,,,,actual_training_history
1979-10-24,train,431.15,,,,actual_training_history
1979-10-25,train,431.15,,,,actual_training_history
1979-10-26,train,431.15,,,,actual_training_history
1979-10-29,train,431.15,,,,actual_training_history
1979-10-30,train,431.15,,,,actual_training_history
1979-10-31,train,431.15,,,,actual_training_history
1979-11-01,train,220.65,,,,actual_training_history
1979-11-02,train,220.65,,,,actual_training_history
1979-11-05,train,251.5,,,,actual_training_history
1979-11-06,train,282.35,,,,actual_training_history
1979-11-07,train,290.3,,,,actual_training_history
1979-11-08,train,290.3,,,,actual_training_history
1979-11-09,train,339.5,,,,actual_training_history
1979-11-12,train,445.5,,,,actual_training_history
1979-11-13,train,445.5,,,,actual_training_history
1979-11-14,train,445.5,,,,actual_training_history
1979-11-15,train,445.5,,,,actual_training_history
1979-11-16,train,445.5,,,,actual_training_history
1979-11-19,train,445.5,,,,actual_training_history
1979-11-20,train,445.5,,,,actual_training_history
1979-11-21,train,445.5,,,,actual_training_history
1979-11-22,train,445.5,,,,actual_training_history
1979-11-23,train,445.5,,,,actual_training_history
1979-11-26,train,445.5,,,,actual_training_history
1979-11-27,train,445.5,,,,actual_training_history
1979-11-28,train,445.5,,,,actual_training_history
1979-11-29,train,445.5,,,,actual_training_history
1979-11-30,train,445.5,,,,actual_training_history
1979-12-03,train,240.0,,,,actual_training_history
1979-12-04,train,233.95,,,,actual_training_history
1979-12-05,train,233.95,,,,actual_training_history
1979-12-06,train,277.75,,,,actual_training_history
1979-12-07,train,290.75,,,,actual_training_history
1979-12-10,train,395.0,,,,actual_training_history
1979-12-11,train,393.25,,,,actual_training_history
1979-12-12,train,446.25,,,,actual_training_history
1979-12-13,train,446.25,,,,actual_training_history
1979-12-14,train,446.25,,,,actual_training_history
1979-12-17,train,446.25,,,,actual_training_history
1979-12-18,train,446.25,,,,actual_training_history
1979-12-19,train,446.25,,,,actual_training_history
1979-12-20,train,446.25,,,,actual_training_history
1979-12-21,train,446.25,,,,actual_training_history
1979-12-24,train,446.25,,,,actual_training_history
1979-12-25,train,446.25,,,,actual_training_history
1979-12-26,train,446.25,,,,actual_training_history
1979-12-27,train,446.25,,,,actual_training_history
1979-12-28,train,446.25,,,,actual_training_history
1979-12-31,train,446.25,,,,actual_training_history
1980-01-01,train,446.25,,,,actual_training_history
1980-01-02,train,676.5,,,,actual_training_history
1980-01-03,train,676.5,,,,actual_training_history
1980-01-04,train,509.5,,,,actual_training_history
1980-01-07,train,660.0,,,,actual_training_history
1980-01-08,train,622.0,,,,actual_training_history
1980-01-09,train,628.75,,,,actual_training_history
1980-01-10,train,682.0,,,,actual_training_history
1980-01-11,train,682.0,,,,actual_training_history
1980-01-14,train,635.0,,,,actual_training_history
1980-01-15,train,635.0,,,,actual_training_history
1980-01-16,train,635.0,,,,actual_training_history
1980-01-17,train,635.0,,,,actual_training_history
1980-01-18,train,635.0,,,,actual_training_history
1980-01-21,train,635.0,,,,actual_training_history
1980-01-22,train,635.0,,,,actual_training_history
1980-01-23,train,635.0,,,,actual_training_history
1980-01-24,train,635.0,,,,actual_training_history
1980-01-25,train,635.0,,,,actual_training_history
1980-01-28,train,635.0,,,,actual_training_history
1980-01-29,train,635.0,,,,actual_training_history
1980-01-30,train,635.0,,,,actual_training_history
1980-01-31,train,635.0,,,,actual_training_history
1980-02-01,train,559.5,,,,actual_training_history
1980-02-04,train,500.5,,,,actual_training_history
1980-02-05,train,512.5,,,,actual_training_history
1980-02-06,train,561.5,,,,actual_training_history
1980-02-07,train,661.5,,,,actual_training_history
1980-02-08,train,661.5,,,,actual_training_history
1980-02-11,train,665.75,,,,actual_training_history
1980-02-12,train,627.0,,,,actual_training_history
1980-02-13,train,627.0,,,,actual_training_history
1980-02-14,train,627.0,,,,actual_training_history
1980-02-15,train,627.0,,,,actual_training_history
1980-02-18,train,627.0,,,,actual_training_history
1980-02-19,train,627.0,,,,actual_training_history
1980-02-20,train,627.0,,,,actual_training_history
1980-02-21,train,627.0,,,,actual_training_history
1980-02-22,train,627.0,,,,actual_training_history
1980-02-25,train,627.0,,,,actual_training_history
1980-02-26,train,627.0,,,,actual_training_history
1980-02-27,train,627.0,,,,actual_training_history
1980-02-28,train,627.0,,,,actual_training_history
1980-02-29,train,627.0,,,,actual_training_history
1980-03-03,train,633.75,,,,actual_training_history
1980-03-04,train,485.75,,,,actual_training_history
1980-03-05,train,485.75,,,,actual_training_history
1980-03-06,train,552.5,,,,actual_training_history
1980-03-07,train,663.5,,,,actual_training_history
1980-03-10,train,660.5,,,,actual_training_history
1980-03-11,train,640.5,,,,actual_training_history
1980-03-12,train,627.25,,,,actual_training_history
1980-03-13,train,627.25,,,,actual_training_history
1980-03-14,train,627.25,,,,actual_training_history
1980-03-17,train,627.25,,,,actual_training_history
1980-03-18,train,627.25,,,,actual_training_history
1980-03-19,train,627.25,,,,actual_training_history
1980-03-20,train,627.25,,,,actual_training_history
1980-03-21,train,627.25,,,,actual_training_history
1980-03-24,train,627.25,,,,actual_training_history
1980-03-25,train,627.25,,,,actual_training_history
1980-03-26,train,627.25,,,,actual_training_history
1980-03-27,train,627.25,,,,actual_training_history
1980-03-28,train,627.25,,,,actual_training_history
1980-03-31,train,627.25,,,,actual_training_history
1980-04-01,train,588.0,,,,actual_training_history
1980-04-02,train,669.75,,,,actual_training_history
1980-04-03,train,631.25,,,,actual_training_history
1980-04-04,train,631.25,,,,actual_training_history
1980-04-07,train,666.5,,,,actual_training_history
1980-04-08,train,630.75,,,,actual_training_history
1980-04-09,train,647.25,,,,actual_training_history
1980-04-10,train,647.25,,,,actual_training_history
1980-04-11,train,646.0,,,,actual_training_history
1980-04-14,train,631.5,,,,actual_training_history
1980-04-15,train,631.5,,,,actual_training_history
1980-04-16,train,631.5,,,,actual_training_history
1980-04-17,train,631.5,,,,actual_training_history
1980-04-18,train,631.5,,,,actual_training_history
1980-04-21,train,631.5,,,,actual_training_history
1980-04-22,train,631.5,,,,actual_training_history
1980-04-23,train,631.5,,,,actual_training_history
1980-04-24,train,631.5,,,,actual_training_history
1980-04-25,train,631.5,,,,actual_training_history
1980-04-28,train,631.5,,,,actual_training_history
1980-04-29,train,631.5,,,,actual_training_history
1980-04-30,train,631.5,,,,actual_training_history
1980-05-01,train,631.5,,,,actual_training_history
1980-05-02,train,682.0,,,,actual_training_history
1980-05-05,train,643.5,,,,actual_training_history
1980-05-06,train,581.75,,,,actual_training_history
1980-05-07,train,581.75,,,,actual_training_history
1980-05-08,train,630.5,,,,actual_training_history
1980-05-09,train,651.0,,,,actual_training_history
1980-05-12,train,617.0,,,,actual_training_history
1980-05-13,train,617.0,,,,actual_training_history
1980-05-14,train,617.0,,,,actual_training_history
1980-05-15,train,617.0,,,,actual_training_history
1980-05-16,train,617.0,,,,actual_training_history
1980-05-19,train,617.0,,,,actual_training_history
1980-05-20,train,617.0,,,,actual_training_history
1980-05-21,train,617.0,,,,actual_training_history
1980-05-22,train,617.0,,,,actual_training_history
1980-05-23,train,617.0,,,,actual_training_history
1980-05-26,train,617.0,,,,actual_training_history
1980-05-27,train,617.0,,,,actual_training_history
1980-05-28,train,617.0,,,,actual_training_history
1980-05-29,train,617.0,,,,actual_training_history
1980-05-30,train,617.0,,,,actual_training_history
1980-06-02,train,709.0,,,,actual_training_history
1980-06-03,train,626.0,,,,actual_training_history
1980-06-04,train,626.0,,,,actual_training_history
1980-06-05,train,512.5,,,,actual_training_history
1980-06-06,train,597.0,,,,actual_training_history
1980-06-09,train,627.75,,,,actual_training_history
1980-06-10,train,675.5,,,,actual_training_history
1980-06-11,train,632.0,,,,actual_training_history
1980-06-12,train,632.0,,,,actual_training_history
1980-06-13,train,632.0,,,,actual_training_history
1980-06-16,train,632.0,,,,actual_training_history
1980-06-17,train,632.0,,,,actual_training_history
1980-06-18,train,632.0,,,,actual_training_history
1980-06-19,train,632.0,,,,actual_training_history
1980-06-20,train,632.0,,,,actual_training_history
1980-06-23,train,632.0,,,,actual_training_history
1980-06-24,train,632.0,,,,actual_training_history
1980-06-25,train,632.0,,,,actual_training_history
1980-06-26,train,632.0,,,,actual_training_history
1980-06-27,train,632.0,,,,actual_training_history
1980-06-30,train,632.0,,,,actual_training_history
1980-07-01,train,633.5,,,,actual_training_history
1980-07-02,train,699.25,,,,actual_training_history
1980-07-03,train,609.0,,,,actual_training_history
1980-07-04,train,609.0,,,,actual_training_history
1980-07-07,train,667.5,,,,actual_training_history
1980-07-08,train,629.5,,,,actual_training_history
1980-07-09,train,629.5,,,,actual_training_history
1980-07-10,train,678.15,,,,actual_training_history
1980-07-11,train,596.0,,,,actual_training_history
1980-07-14,train,596.0,,,,actual_training_history
1980-07-15,train,596.0,,,,actual_training_history
1980-07-16,train,596.0,,,,actual_training_history
1980-07-17,train,596.0,,,,actual_training_history
1980-07-18,train,596.0,,,,actual_training_history
1980-07-21,train,596.0,,,,actual_training_history
1980-07-22,train,596.0,,,,actual_training_history
1980-07-23,train,596.0,,,,actual_training_history
1980-07-24,train,596.0,,,,actual_training_history
1980-07-25,train,596.0,,,,actual_training_history
1980-07-28,train,596.0,,,,actual_training_history
1980-07-29,train,596.0,,,,actual_training_history
1980-07-30,train,596.0,,,,actual_training_history
1980-07-31,train,596.0,,,,actual_training_history
1980-08-01,train,610.0,,,,actual_training_history
1980-08-04,train,528.0,,,,actual_training_history
1980-08-05,train,515.75,,,,actual_training_history
1980-08-06,train,515.75,,,,actual_training_history
1980-08-07,train,687.5,,,,actual_training_history
1980-08-08,train,630.0,,,,actual_training_history
1980-08-11,train,677.0,,,,actual_training_history
1980-08-12,train,617.25,,,,actual_training_history
1980-08-13,train,617.25,,,,actual_training_history
1980-08-14,train,617.25,,,,actual_training_history
1980-08-15,train,617.25,,,,actual_training_history
1980-08-18,train,617.25,,,,actual_training_history
1980-08-19,train,617.25,,,,actual_training_history
1980-08-20,train,617.25,,,,actual_training_history
1980-08-21,train,617.25,,,,actual_training_history
1980-08-22,train,617.25,,,,actual_training_history
1980-08-25,train,617.25,,,,actual_training_history
1980-08-26,train,617.25,,,,actual_training_history
1980-08-27,train,617.25,,,,actual_training_history
1980-08-28,train,617.25,,,,actual_training_history
1980-08-29,train,617.25,,,,actual_training_history
1980-09-01,train,607.2,,,,actual_training_history
1980-09-02,train,607.2,,,,actual_training_history
1980-09-03,train,607.2,,,,actual_training_history
1980-09-04,train,554.0,,,,actual_training_history
1980-09-05,train,508.25,,,,actual_training_history
1980-09-08,train,671.0,,,,actual_training_history
1980-09-09,train,670.5,,,,actual_training_history
1980-09-10,train,690.0,,,,actual_training_history
1980-09-11,train,690.0,,,,actual_training_history
1980-09-12,train,604.0,,,,actual_training_history
1980-09-15,train,604.0,,,,actual_training_history
1980-09-16,train,604.0,,,,actual_training_history
1980-09-17,train,604.0,,,,actual_training_history
1980-09-18,train,604.0,,,,actual_training_history
1980-09-19,train,604.0,,,,actual_training_history
1980-09-22,train,604.0,,,,actual_training_history
1980-09-23,train,604.0,,,,actual_training_history
1980-09-24,train,604.0,,,,actual_training_history
1980-09-25,train,604.0,,,,actual_training_history
1980-09-26,train,604.0,,,,actual_training_history
1980-09-29,train,604.0,,,,actual_training_history
1980-09-30,train,604.0,,,,actual_training_history
1980-10-01,train,602.85,,,,actual_training_history
1980-10-02,train,602.85,,,,actual_training_history
1980-10-03,train,585.0,,,,actual_training_history
1980-10-06,train,604.0,,,,actual_training_history
1980-10-07,train,656.5,,,,actual_training_history
1980-10-08,train,656.5,,,,actual_training_history
1980-10-09,train,686.5,,,,actual_training_history
1980-10-10,train,685.25,,,,actual_training_history
1980-10-13,train,579.0,,,,actual_training_history
1980-10-14,train,579.0,,,,actual_training_history
1980-10-15,train,579.0,,,,actual_training_history
1980-10-16,train,579.0,,,,actual_training_history
1980-10-17,train,579.0,,,,actual_training_history
1980-10-20,train,579.0,,,,actual_training_history
1980-10-21,train,579.0,,,,actual_training_history
1980-10-22,train,579.0,,,,actual_training_history
1980-10-23,train,579.0,,,,actual_training_history
1980-10-24,train,579.0,,,,actual_training_history
1980-10-27,train,579.0,,,,actual_training_history
1980-10-28,train,579.0,,,,actual_training_history
1980-10-29,train,579.0,,,,actual_training_history
1980-10-30,train,579.0,,,,actual_training_history
1980-10-31,train,579.0,,,,actual_training_history
1980-11-03,train,570.25,,,,actual_training_history
1980-11-04,train,530.5,,,,actual_training_history
1980-11-05,train,530.5,,,,actual_training_history
1980-11-06,train,596.0,,,,actual_training_history
1980-11-07,train,667.0,,,,actual_training_history
1980-11-10,train,674.0,,,,actual_training_history
1980-11-11,train,598.5,,,,actual_training_history
1980-11-12,train,558.0,,,,actual_training_history
1980-11-13,train,558.0,,,,actual_training_history
1980-11-14,train,558.0,,,,actual_training_history
1980-11-17,train,558.0,,,,actual_training_history
1980-11-18,train,558.0,,,,actual_training_history
1980-11-19,train,558.0,,,,actual_training_history
1980-11-20,train,558.0,,,,actual_training_history
1980-11-21,train,558.0,,,,actual_training_history
1980-11-24,train,558.0,,,,actual_training_history
1980-11-25,train,558.0,,,,actual_training_history
1980-11-26,train,558.0,,,,actual_training_history
1980-11-27,train,558.0,,,,actual_training_history
1980-11-28,train,558.0,,,,actual_training_history
1980-12-01,train,558.0,,,,actual_training_history
1980-12-02,train,694.5,,,,actual_training_history
1980-12-03,train,585.7,,,,actual_training_history
1980-12-04,train,585.7,,,,actual_training_history
1980-12-05,train,513.25,,,,actual_training_history
1980-12-08,train,605.0,,,,actual_training_history
1980-12-09,train,685.5,,,,actual_training_history
1980-12-10,train,685.5,,,,actual_training_history
1980-12-11,train,619.5,,,,actual_training_history
1980-12-12,train,562.75,,,,actual_training_history
1980-12-15,train,562.75,,,,actual_training_history
1980-12-16,train,562.75,,,,actual_training_history
1980-12-17,train,562.75,,,,actual_training_history
1980-12-18,train,562.75,,,,actual_training_history
1980-12-19,train,562.75,,,,actual_training_history
1980-12-22,train,562.75,,,,actual_training_history
1980-12-23,train,562.75,,,,actual_training_history
1980-12-24,train,562.75,,,,actual_training_history
1980-12-25,train,562.75,,,,actual_training_history
1980-12-26,train,562.75,,,,actual_training_history
1980-12-29,train,562.75,,,,actual_training_history
1980-12-30,train,562.75,,,,actual_training_history
1980-12-31,train,562.75,,,,actual_training_history
1981-01-01,train,562.75,,,,actual_training_history
1981-01-02,train,562.75,,,,actual_training_history
1981-01-05,train,487.5,,,,actual_training_history
1981-01-06,train,483.25,,,,actual_training_history
1981-01-07,train,422.0,,,,actual_training_history
1981-01-08,train,422.0,,,,actual_training_history
1981-01-09,train,421.5,,,,actual_training_history
1981-01-12,train,402.5,,,,actual_training_history
1981-01-13,train,402.5,,,,actual_training_history
1981-01-14,train,402.5,,,,actual_training_history
1981-01-15,train,402.5,,,,actual_training_history
1981-01-16,train,402.5,,,,actual_training_history
1981-01-19,train,402.5,,,,actual_training_history
1981-01-20,train,402.5,,,,actual_training_history
1981-01-21,train,402.5,,,,actual_training_history
1981-01-22,train,402.5,,,,actual_training_history
1981-01-23,train,402.5,,,,actual_training_history
1981-01-26,train,402.5,,,,actual_training_history
1981-01-27,train,402.5,,,,actual_training_history
1981-01-28,train,402.5,,,,actual_training_history
1981-01-29,train,402.5,,,,actual_training_history
1981-01-30,train,402.5,,,,actual_training_history
1981-02-02,train,493.5,,,,actual_training_history
1981-02-03,train,465.5,,,,actual_training_history
1981-02-04,train,519.5,,,,actual_training_history
1981-02-05,train,519.5,,,,actual_training_history
1981-02-06,train,474.0,,,,actual_training_history
1981-02-09,train,430.0,,,,actual_training_history
1981-02-10,train,435.0,,,,actual_training_history
1981-02-11,train,430.0,,,,actual_training_history
1981-02-12,train,406.75,,,,actual_training_history
1981-02-13,train,406.75,,,,actual_training_history
1981-02-16,train,406.75,,,,actual_training_history
1981-02-17,train,406.75,,,,actual_training_history
1981-02-18,train,406.75,,,,actual_training_history
1981-02-19,train,406.75,,,,actual_training_history
1981-02-20,train,406.75,,,,actual_training_history
1981-02-23,train,406.75,,,,actual_training_history
1981-02-24,train,406.75,,,,actual_training_history
1981-02-25,train,406.75,,,,actual_training_history
1981-02-26,train,406.75,,,,actual_training_history
1981-02-27,train,406.75,,,,actual_training_history
1981-03-02,train,486.25,,,,actual_training_history
1981-03-03,train,471.0,,,,actual_training_history
1981-03-04,train,523.0,,,,actual_training_history
1981-03-05,train,523.0,,,,actual_training_history
1981-03-06,train,475.5,,,,actual_training_history
1981-03-09,train,436.5,,,,actual_training_history
1981-03-10,train,436.5,,,,actual_training_history
1981-03-11,train,428.25,,,,actual_training_history
1981-03-12,train,416.5,,,,actual_training_history
1981-03-13,train,416.5,,,,actual_training_history
1981-03-16,train,416.5,,,,actual_training_history
1981-03-17,train,416.5,,,,actual_training_history
1981-03-18,train,416.5,,,,actual_training_history
1981-03-19,train,416.5,,,,actual_training_history
1981-03-20,train,416.5,,,,actual_training_history
1981-03-23,train,416.5,,,,actual_training_history
1981-03-24,train,416.5,,,,actual_training_history
1981-03-25,train,416.5,,,,actual_training_history
1981-03-26,train,416.5,,,,actual_training_history
1981-03-27,train,416.5,,,,actual_training_history
1981-03-30,train,416.5,,,,actual_training_history
1981-03-31,train,416.5,,,,actual_training_history
1981-04-01,train,416.5,,,,actual_training_history
1981-04-02,train,505.0,,,,actual_training_history
1981-04-03,train,465.5,,,,actual_training_history
1981-04-06,train,462.5,,,,actual_training_history
1981-04-07,train,462.5,,,,actual_training_history
1981-04-08,train,391.25,,,,actual_training_history
1981-04-09,train,439.5,,,,actual_training_history
1981-04-10,train,439.5,,,,actual_training_history
1981-04-13,train,426.0,,,,actual_training_history
1981-04-14,train,426.0,,,,actual_training_history
1981-04-15,train,426.0,,,,actual_training_history
1981-04-16,train,426.0,,,,actual_training_history
1981-04-17,train,426.0,,,,actual_training_history
1981-04-20,train,426.0,,,,actual_training_history
1981-04-21,train,426.0,,,,actual_training_history
1981-04-22,train,426.0,,,,actual_training_history
1981-04-23,train,426.0,,,,actual_training_history
1981-04-24,train,426.0,,,,actual_training_history
1981-04-27,train,426.0,,,,actual_training_history
1981-04-28,train,426.0,,,,actual_training_history
1981-04-29,train,426.0,,,,actual_training_history
1981-04-30,train,426.0,,,,actual_training_history
1981-05-01,train,597.5,,,,actual_training_history
1981-05-04,train,461.5,,,,actual_training_history
1981-05-05,train,476.25,,,,actual_training_history
1981-05-06,train,460.0,,,,actual_training_history
1981-05-07,train,460.0,,,,actual_training_history
1981-05-08,train,392.4,,,,actual_training_history
1981-05-11,train,428.5,,,,actual_training_history
1981-05-12,train,428.5,,,,actual_training_history
1981-05-13,train,428.5,,,,actual_training_history
1981-05-14,train,428.5,,,,actual_training_history
1981-05-15,train,428.5,,,,actual_training_history
1981-05-18,train,428.5,,,,actual_training_history
1981-05-19,train,428.5,,,,actual_training_history
1981-05-20,train,428.5,,,,actual_training_history
1981-05-21,train,428.5,,,,actual_training_history
1981-05-22,train,428.5,,,,actual_training_history
1981-05-25,train,428.5,,,,actual_training_history
1981-05-26,train,428.5,,,,actual_training_history
1981-05-27,train,428.5,,,,actual_training_history
1981-05-28,train,428.5,,,,actual_training_history
1981-05-29,train,428.5,,,,actual_training_history
1981-06-01,train,599.25,,,,actual_training_history
1981-06-02,train,500.5,,,,actual_training_history
1981-06-03,train,467.0,,,,actual_training_history
1981-06-04,train,533.75,,,,actual_training_history
1981-06-05,train,482.0,,,,actual_training_history
1981-06-08,train,393.25,,,,actual_training_history
1981-06-09,train,393.25,,,,actual_training_history
1981-06-10,train,443.0,,,,actual_training_history
1981-06-11,train,428.25,,,,actual_training_history
1981-06-12,train,428.25,,,,actual_training_history
1981-06-15,train,428.25,,,,actual_training_history
1981-06-16,train,428.25,,,,actual_training_history
1981-06-17,train,428.25,,,,actual_training_history
1981-06-18,train,428.25,,,,actual_training_history
1981-06-19,train,428.25,,,,actual_training_history
1981-06-22,train,428.25,,,,actual_training_history
1981-06-23,train,428.25,,,,actual_training_history
1981-06-24,train,428.25,,,,actual_training_history
1981-06-25,train,428.25,,,,actual_training_history
1981-06-26,train,428.25,,,,actual_training_history
1981-06-29,train,428.25,,,,actual_training_history
1981-06-30,train,428.25,,,,actual_training_history
1981-07-01,train,585.0,,,,actual_training_history
1981-07-02,train,585.0,,,,actual_training_history
1981-07-03,train,585.0,,,,actual_training_history
1981-07-06,train,477.75,,,,actual_training_history
1981-07-07,train,405.0,,,,actual_training_history
1981-07-08,train,397.25,,,,actual_training_history
1981-07-09,train,436.5,,,,actual_training_history
1981-07-10,train,445.5,,,,actual_training_history
1981-07-13,train,416.75,,,,actual_training_history
1981-07-14,train,416.75,,,,actual_training_history
1981-07-15,train,416.75,,,,actual_training_history
1981-07-16,train,416.75,,,,actual_training_history
1981-07-17,train,416.75,,,,actual_training_history
1981-07-20,train,416.75,,,,actual_training_history
1981-07-21,train,416.75,,,,actual_training_history
1981-07-22,train,416.75,,,,actual_training_history
1981-07-23,train,416.75,,,,actual_training_history
1981-07-24,train,416.75,,,,actual_training_history
1981-07-27,train,416.75,,,,actual_training_history
1981-07-28,train,416.75,,,,actual_training_history
1981-07-29,train,416.75,,,,actual_training_history
1981-07-30,train,416.75,,,,actual_training_history
1981-07-31,train,416.75,,,,actual_training_history
1981-08-03,train,574.75,,,,actual_training_history
1981-08-04,train,508.5,,,,actual_training_history
1981-08-05,train,485.75,,,,actual_training_history
1981-08-06,train,473.5,,,,actual_training_history
1981-08-07,train,397.75,,,,actual_training_history
1981-08-10,train,443.25,,,,actual_training_history
1981-08-11,train,443.25,,,,actual_training_history
1981-08-12,train,415.25,,,,actual_training_history
1981-08-13,train,415.25,,,,actual_training_history
