date,dataset_id,split,gold_price
1969-12-22,long_univariate,train,35.3
1969-12-23,long_univariate,train,35.3
1969-12-24,long_univariate,train,35.3
1969-12-25,long_univariate,train,35.3
1969-12-26,long_univariate,train,35.3
1969-12-29,long_univariate,train,35.3
1969-12-30,long_univariate,train,35.3
1969-12-31,long_univariate,train,35.3
1970-01-01,long_univariate,train,35.3
1970-01-02,long_univariate,train,35.3
1970-01-05,long_univariate,train,35.88
1970-01-06,long_univariate,train,35.4
1970-01-07,long_univariate,train,35.49
1970-01-08,long_univariate,train,35.49
1970-01-09,long_univariate,train,35.92
1970-01-12,long_univariate,train,37.45
1970-01-13,long_univariate,train,37.45
1970-01-14,long_univariate,train,37.45
1970-01-15,long_univariate,train,37.45
1970-01-16,long_univariate,train,37.45
1970-01-19,long_univariate,train,37.45
1970-01-20,long_univariate,train,37.45
1970-01-21,long_univariate,train,37.45
1970-01-22,long_univariate,train,37.45
1970-01-23,long_univariate,train,37.45
1970-01-26,long_univariate,train,37.45
1970-01-27,long_univariate,train,37.45
1970-01-28,long_univariate,train,37.45
1970-01-29,long_univariate,train,37.45
1970-01-30,long_univariate,train,37.45
1970-02-02,long_univariate,train,34.98
1970-02-03,long_univariate,train,35.0
1970-02-04,long_univariate,train,35.38
1970-02-05,long_univariate,train,35.38
1970-02-06,long_univariate,train,35.25
1970-02-09,long_univariate,train,36.1
1970-02-10,long_univariate,train,36.33
1970-02-11,long_univariate,train,37.65
1970-02-12,long_univariate,train,37.55
1970-02-13,long_univariate,train,37.55
1970-02-16,long_univariate,train,37.55
1970-02-17,long_univariate,train,37.55
1970-02-18,long_univariate,train,37.55
1970-02-19,long_univariate,train,37.55
1970-02-20,long_univariate,train,37.55
1970-02-23,long_univariate,train,37.55
1970-02-24,long_univariate,train,37.55
1970-02-25,long_univariate,train,37.55
1970-02-26,long_univariate,train,37.55
1970-02-27,long_univariate,train,37.55
1970-03-02,long_univariate,train,35.0
1970-03-03,long_univariate,train,35.01
1970-03-04,long_univariate,train,35.34
1970-03-05,long_univariate,train,35.34
1970-03-06,long_univariate,train,35.12
1970-03-09,long_univariate,train,36.27
1970-03-10,long_univariate,train,36.27
1970-03-11,long_univariate,train,37.42
1970-03-12,long_univariate,train,37.55
1970-03-13,long_univariate,train,37.55
1970-03-16,long_univariate,train,37.55
1970-03-17,long_univariate,train,37.55
1970-03-18,long_univariate,train,37.55
1970-03-19,long_univariate,train,37.55
1970-03-20,long_univariate,train,37.55
1970-03-23,long_univariate,train,37.55
