iter	RMSE
168	43.4594366
169	43.39372065
170	43.39364436
171	43.17867545
172	43.10295626
173	43.10138723
174	43.10117217
175	43.08420544
176	42.8948794
177	42.8923325
178	42.89154304
179	42.73967678
180	42.73911909
181	42.73843082
182	42.73769827
183	42.60914435
184	42.608949
185	42.6084007
186	42.60790122
187	42.60717753
188	42.56374686
189	42.56358908
190	42.48121669
191	42.48106974
192	42.48063334
193	42.48050197
194	42.48004998
195	42.47840228
196	42.47786566
197	42.4774604
198	42.47671444
199	42.35567625
200	42.35552663
201	42.29906473
202	42.13021286
203	42.12995468
204	41.84730997
205	41.8466884
206	41.84643977
207	41.78269856
208	41.78235221
209	41.78202396
210	41.78189493
211	41.78102563
212	41.78059324
213	41.77994803
214	41.69224816
215	41.43536962
216	41.43519385
217	41.43495873
218	41.43457523
219	41.43427391
220	41.429925
221	41.37748756
222	41.37708067
223	41.37706924
224	41.37692979
225	41.37680635
226	41.34251901
227	41.34189442
228	41.28043765
229	41.27989233
230	41.27905141
231	41.27852668
232	41.2784419
233	41.12605587
234	41.12580518
235	41.04882466
236	41.04875323
237	41.04833617
238	41.04799744
239	41.04704117
240	41.046631
241	41.04638443
242	41.0456816
243	40.97030282
244	40.87466959
245	40.87460943
246	40.8251843
247	40.82512174
248	40.82478116
249	40.82419268
250	40.82330994
251	40.82244339
252	40.7688511
253	40.76866317
254	40.67607188
255	40.64112819
256	40.64096993
257	40.64081865
258	40.64020656
259	40.63906613
260	40.50427931
261	40.5017222
262	40.50144896
263	40.50136956
264	40.50123645
265	40.50116639
266	40.50070865
267	40.50014582
268	40.49931907
269	40.49921397
270	40.4378542
271	40.43776531
272	40.4376928
273	40.43764368
274	40.43755714
275	40.43752907
276	40.39499464
277	40.39493611
278	40.19777543
279	40.19772131
280	40.19702952
281	40.19471171
282	40.19465759
283	40.19423872
284	40.1921255
285	40.19207843
286	40.19203842
287	40.19180544
288	40.19143361
289	40.19139596
290	40.19138655
291	40.19136066
292	40.10264201
293	40.10221747
294	40.02623873
295	40.0261702
296	40.02612767
297	40.02610876
298	40.02580393
299	40.02578738
300	40.02577793
301	39.81686143
302	39.81684718
303	39.81682937
304	39.81680323
305	39.71233878
306	39.52127814
307	39.52126258
308	39.43156878
309	39.3399779
310	39.29442255
311	39.29402177
312	39.29398807
313	39.29368236
314	39.29364024
315	39.19963879
316	39.19961949
317	39.15570533
318	39.12018092
319	39.12015553
320	39.12015553
321	39.12014103
322	38.97280278
323	38.97240719
324	38.97238899
325	38.93369472
326	38.93365585
327	38.93365099
328	38.93364492
329	38.93191637
330	38.77782664
331	38.71742767
332	38.71741179
333	38.65034092
334	38.65031155
335	38.62745652
336	38.62744183
337	38.62742714
338	38.6273953
339	38.62738429
340	38.60407833
341	38.5654609
342	38.56516904
343	38.56516045
344	38.40409157
345	38.40379972
346	38.3461367
347	38.34590731
348	38.34566188
349	38.30684813
350	38.30498511
351	38.20571194
352	38.20569832
353	38.2056748
354	38.20416213
355	38.06052976
356	38.06028
357	38.06026882
358	38.06025391
359	38.06020669
360	38.05682799
361	37.97461785
362	37.97460415
363	37.88365532
364	37.8835954
365	37.88353798
366	37.8834868
367	37.84005117
368	37.72259513
369	37.7223494
370	37.72230678
371	37.72164607
372	37.65795582
373	37.65792191
374	37.65774735
375	37.5908415
376	37.53627268
377	37.53623236
378	37.53620086
379	37.53609377
380	37.53604967
381	37.46065201
382	37.46064696
383	37.45649703
384	37.45645663
385	37.4562281
386	37.456218
387	37.45621674
388	37.45601219
389	37.45403994
390	37.45400332
391	37.45396039
392	37.45393008
393	37.45279239
394	37.45275577
395	37.45274945
396	37.4527141
397	37.45268253
398	37.45267622
399	37.42356157
400	37.42355525
401	37.4235047
402	37.42346047
403	37.41894495
404	37.41464504
405	37.41458436
406	37.41220415
407	37.41217255
408	37.37761396
409	37.37534274
410	37.37353579
411	37.37085051
412	37.36935847
413	37.36696652
414	37.32850468
415	37.31205507
416	37.31081672
417	37.29354012
418	37.29254083
419	37.29253956
420	37.29253956
421	37.29069436
422	37.29069562
423	37.29069309
424	37.26572505
425	37.26572378
426	37.26572505
427	37.2650334
428	37.2642491
429	37.26424783
430	37.26332391
431	37.26332391
432	37.26247103
433	37.26188721
434	37.19674354
435	37.19629854
436	37.1958243
437	37.19581921
438	37.16521943
439	37.10426026
440	37.02940234
441	37.02940106
442	37.02900131
443	37.02900003
444	36.89548871
445	36.8952849
446	36.89491317
447	36.80063819
448	36.80029763
449	36.80023723
450	36.80023723
451	36.80003804
452	36.80003547
453	36.72710325
454	36.72694101
455	36.7268264
456	36.66911218
457	36.6218926
458	36.62170147
459	36.62128565
460	36.62110872
461	36.62107256
462	36.62106611
463	36.57146723
464	36.57146594
465	36.53052637
466	36.5305199
467	36.49309059
468	36.49307245
469	36.49306726
470	36.49306597
471	36.45846245
472	36.45804866
473	36.45804606
474	36.45792024
475	36.42549576
476	36.42537502
477	36.35494602
478	36.32227468
479	36.32213145
480	36.32200255
481	36.32188667
482	36.32182417
483	36.3217109
484	36.32169788
485	36.31863013
486	36.31847908
487	36.27647572
488	36.27638968
489	36.27630625
490	36.27624106
491	36.27617197
492	36.27611069
493	36.27605464
494	36.27599988
495	36.27595034
496	36.27590993
497	36.27589689
498	36.27574697
499	36.22893106
500	36.2288919
501	36.22874439
502	36.22870653
503	36.22808908
504	36.22805383
505	36.2280212
506	36.17361645
507	36.17359161
508	36.09889336
509	36.05215475
510	36.05203669
511	36.05200259
512	36.0519711
513	36.05194093
514	36.05191339
515	36.0518924
516	36.05188977
517	36.05186878
518	36.05185698
519	36.0514031
520	36.02771719
521	36.02770669
522	35.98933527
523	35.9892906
524	35.9892906
525	35.9892906
526	35.96551907
527	35.96550724
528	35.9375631
529	35.93746572
530	35.91119601
531	35.91118679
532	35.91117494
533	35.9111644
534	35.91112357
535	35.79331647
536	35.79275228
537	35.76940942
538	35.76939223
539	35.68719094
540	35.5844783
541	35.53548744
542	35.53541025
543	35.45091358
544	35.39088086
545	35.39081538
546	35.35614297
547	35.35612023
548	35.28406898
549	35.21665001
550	35.21624042
551	35.21618805
552	35.17515138
553	35.14859717
554	35.11102817
555	35.06431884
556	35.01326168
557	35.01320901
558	35.01316308
559	35.01316173
560	35.01284296
561	35.01280379
562	35.01278353
563	34.98283469
564	34.98247239
565	34.98223716
566	34.94167014
567	34.94115582
568	34.88417344
569	34.8841626
570	34.8841382
571	34.88410159
572	34.88378978
573	34.88325562
574	34.88323529
575	34.88320817
576	34.88317428
577	34.88316208
578	34.8396903
579	34.83966858
580	34.83966993
581	34.77395029
582	34.77389317
583	34.74242212
584	34.74236087
585	34.74191846
586	34.74149511
587	34.69481444
588	34.65226917
589	34.65218729
590	34.6521791
591	34.65182152
592	34.65154311
593	34.65124148
594	34.58081511
595	34.58081101
596	34.58052655
597	34.58052108
598	34.58024619
599	34.58020379
600	34.52887182
601	34.52856775
602	34.52856364
603	34.52855953
604	34.52830478
605	34.52807467
606	34.52805002
607	34.52784045
608	34.52760213
609	34.52757747
610	34.48254928
611	34.4818553
612	34.39533147
613	34.39516098
614	34.3951596
615	34.34223044
616	34.34192886
617	34.34164655
618	34.29054637
619	34.29050361
620	34.29028846
621	34.24071521
622	34.2404887
623	34.2402829
624	34.24024699
625	34.21103328
626	34.21083836
627	34.21079136
628	34.15390452
629	34.11333121
630	34.11315376
631	34.07071777
632	34.07053593
633	34.03799221
634	34.03783938
635	34.03781298
636	34.03779214
637	33.96352069
638	33.96346778
639	33.96344968
640	33.93041437
641	33.93036141
642	33.93030844
643	33.89012751
644	33.89008285
645	33.8469061
646	33.84678175
647	33.84667276
648	33.84666438
649	33.80078507
650	33.79960137
651	33.7995454
652	33.76159023
653	33.76157903
654	33.72114375
655	33.67754398
656	33.67748921
657	33.67747096
658	33.67734036
659	33.61685977
660	33.61666844
661	33.61649259
662	33.59720371
663	33.59703761
664	33.59689403
665	33.58417074
666	33.58410314
667	33.58395669
668	33.58389051
669	33.58383136
670	33.5400531
671	33.51598229
672	33.51592867
673	33.50206087
674	33.45418936
675	33.45414695
676	33.45409888
677	33.45405365
678	33.45401406
679	33.43576867
680	33.38209187
681	33.38204654
682	33.38176178
683	33.38176036
684	33.38171928
685	33.38170794
686	33.38166544
687	33.38166119
688	33.37856126
689	33.34001478
690	33.33998357
691	33.33732663
692	33.33721031
693	33.3079798
694	33.30797838
695	33.30797696
696	33.30797128
697	33.30791022
698	33.30788183
699	33.30782503
700	33.30780231
701	33.30768588
702	33.30763335
703	33.30763335
704	33.30760211
705	33.26179965
706	33.26173994
707	33.21617038
708	33.21616896
709	33.17315721
710	33.17308735
711	33.17305171
712	33.13508541
713	33.13504973
714	33.13499835
715	33.13494982
716	33.13494839
717	33.13490415
718	33.13465009
719	33.13460727
720	33.13460442
721	33.10288925
722	33.10288782
723	33.10234065
724	33.10230493
725	33.1023035
726	33.10227636
727	33.1022335
728	33.10218778
729	33.10216063
730	33.10216063
731	33.10213492
732	33.10213206
733	33.03068931
734	33.00015263
735	33.00012683
736	33.000091
737	33.00008957
738	33.00008814
739	33.00005231
740	33.00005088
741	32.99995629
742	32.9983956
743	32.99839417
744	32.99839273
745	32.99832107
746	32.99823078
747	32.99823222
748	32.94196908
749	32.94193319
750	32.90850332
751	32.90850332
752	32.88078742
753	32.88078742
754	32.85024959
755	32.81280627
756	32.81280627
757	32.81280483
758	32.81280483
759	32.78457383
760	32.78374581
761	32.78374292
762	32.78367945
763	32.78367945
764	32.75106564
765	32.75100788
766	32.75100355
767	32.75072919
768	32.75073063
769	32.75072919
770	32.7507263
771	32.75072486
772	32.75069165
773	32.75069309
774	32.75069165
775	32.75069165
776	32.75066277
777	32.75055735
778	32.75047215
779	32.72152832
780	32.72152977
781	32.7215182
782	32.72150809
783	32.72149652
784	32.72149652
785	32.72149797
786	32.72148641
787	32.72138813
788	32.72138813
789	32.7213809
790	32.68463786
791	32.68463641
792	32.68463786
793	32.68463063
794	32.68460024
795	32.68459445
796	32.68459445
797	32.65012909
798	32.60184653
799	32.60183783
800	32.60183057
801	32.56348294
802	32.56347132
803	32.56347132
804	32.5634597
805	32.56282067
806	32.56282212
807	32.54852354
808	32.49136524
809	32.4912488
810	32.48241535
811	32.44857911
812	32.44834446
813	32.44827158
814	32.4481783
815	32.40587512
816	32.35827019
817	32.35805388
818	32.35792819
819	32.35791796
820	32.35779226
821	32.35745903
822	32.3572778
823	32.31909507
824	32.2900985
825	32.29009996
826	32.28936326
827	32.28936179
828	32.28924901
829	32.28924608
830	32.28923437
831	32.2892329
832	32.2889927
833	32.28869683
834	32.2886983
835	32.24930522
836	32.2492275
837	32.24916444
838	32.22814451
839	32.22789798
840	32.22780553
841	32.20739132
842	32.20738839
843	32.17604831
844	32.14304308
845	32.14304161
846	32.13452746
847	32.13445093
848	32.10643802
849	32.10642771
850	32.10633639
851	32.10633491
852	32.10633491
853	32.1062377
854	32.10618909
855	32.10600938
856	32.07482532
857	32.07481942
858	32.07427093
859	32.04362273
860	32.0324469
861	32.03231107
862	32.00417034
863	32.00405655
864	32.00353935
865	31.97731225
866	31.97021403
867	31.97019776
868	31.94410169
869	31.9440173
870	31.92602883
871	31.92600513
872	31.90132427
873	31.90128573
874	31.90122347
875	31.90101296
876	31.90094031
877	31.90086915
878	31.90083654
879	31.90077279
880	31.87500564
881	31.87498636
882	31.87496559
883	31.83763342
884	31.83760817
885	31.83759629
886	31.83192887
887	31.83192441
888	31.79911972
889	31.79908849
890	31.79908403
891	31.76726075
892	31.7672012
893	31.72749303
894	31.72748409
895	31.72746173
896	31.72744682
897	31.72743937
898	31.72551497
899	31.68156768
900	31.68155723
901	31.64920636
902	31.64919739
903	31.62906314
904	31.62896147
905	31.60018019
906	31.5976748
907	31.56124637
908	31.56124787
909	31.56124637
910	31.52762304
911	31.52756004
912	31.52750304
913	31.52750153
914	31.52734403
915	31.52734703
916	31.51736414
917	31.51730262
918	31.51718858
919	31.51718407
920	31.51704152
921	31.5169875
922	31.516986
923	31.51693348
924	31.48599962
925	31.48599962
926	31.48599812
927	31.48599812
928	31.48585843
929	31.48585092
930	31.48585092
931	31.48577732
932	31.48577732
933	31.48577882
934	31.48577882
935	31.48576831
936	31.48576831
937	31.46305095
938	31.44779668
939	31.44509867
940	31.41715451
941	31.41711086
942	31.41706269
943	31.41701151
944	31.40415951
945	31.4041565
946	31.40378603
947	31.40378453
948	31.40371525
949	31.40371676
950	31.40371375
951	31.4036505
952	31.36794357
953	31.36794206
954	31.36794055
955	31.36793603
956	31.36793904
957	31.36793603
958	31.36793754
959	31.36794055
960	31.36792095
961	31.36792095
962	31.36792246
963	31.36131967
964	31.3444166
965	31.34441509
966	31.34441358
967	31.34440001
968	31.344314
969	31.34424912
970	31.34423705
971	31.31989502
972	31.31988445
973	31.31988143
974	31.31988143
975	31.31987841
976	31.31987841
977	31.31987539
978	31.31987539
979	31.31987388
980	31.3198769
981	31.3198769
982	31.31987086
983	31.31987086
984	31.31987086
985	31.31875798
986	31.31875496
987	31.31875043
988	31.31875043
989	31.31869305
990	31.29919991
991	31.29918782
992	31.29917422
993	31.29916818
994	31.29916818
995	31.29911076
996	31.29909716
997	31.29909414
998	31.2990473
999	31.29904579
1000	31.29904428
1001	31.29904277
1002	31.29100176
1003	31.29088236
1004	31.29088387
1005	31.29088387
1006	31.29088236
1007	31.29088085
1008	31.29087481
1009	31.29087783
1010	31.29086423
1011	31.29085365
1012	31.29085062
1013	31.29084004
1014	31.29083097
1015	31.29082342
1016	31.29082644
1017	31.29082493
1018	31.29077354
1019	31.26273228
1020	31.26272926
1021	31.26273228
1022	31.26273228
1023	31.26272018
1024	31.2627217
1025	31.26270959
1026	31.26271111
1027	31.262699
1028	31.26268841
1029	31.26268993
1030	31.26269144
1031	31.26268841
1032	31.26268993
1033	31.2626869
1034	31.26268539
1035	31.26267783
1036	31.26267783
1037	31.26267631
1038	31.26267631
1039	31.23660082
1040	31.23655994
1041	31.23655691
1042	31.23654934
1043	31.23655085
1044	31.23655085
1045	31.23654934
1046	31.23560155
1047	31.2355531
1048	31.23476578
1049	31.23475821
1050	31.2347567
1051	31.23474913
1052	31.23474004
1053	31.23473399
1054	31.23473247
1055	31.23472339
1056	31.2347249
1057	31.23471885
1058	31.23471885
1059	31.23007021
1060	31.2300263
1061	31.23002781
1062	31.23001721
1063	31.23001872
1064	31.2300157
1065	31.23001418
1066	31.23000812
1067	31.22996875
1068	31.22997178
1069	31.22997027
1070	31.22997027
1071	31.20424634
1072	31.20424482
1073	31.20420238
1074	31.20416146
1075	31.20412812
1076	31.17474377
1077	31.17473921
1078	31.17470129
1079	31.17314783
1080	31.17314934
1081	31.17310838
1082	31.17306135
1083	31.15028295
1084	31.15025258
1085	31.15024651
1086	31.15021918
1087	31.15021918
1088	31.15021311
1089	31.13082259
1090	31.08723338
1091	31.08722882
1092	31.08722578
1093	31.08581551
1094	31.08577444
1095	31.08577444
1096	31.0857714
1097	31.08574249
1098	31.08440062
1099	31.08436107
1100	31.08432455
1101	31.05895202
1102	31.05892614
1103	31.05889416
1104	31.05762271
1105	31.05762271
1106	31.05719938
1107	31.05719329
1108	31.05597963
1109	31.05597659
1110	31.05595222
1111	31.05589283
1112	31.05586999
1113	31.05586847
1114	31.05471872
1115	31.05469892
1116	31.05467912
1117	31.05467455
1118	31.05467151
1119	31.05357349
1120	31.05357197
1121	31.05355522
1122	31.05353999
1123	31.05353846
1124	31.03714279
1125	31.03697061
1126	31.03696299
1127	31.03692642
1128	31.03692033
1129	31.03691728
1130	31.0369188
1131	31.03688223
1132	31.03684871
1133	31.03683804
1134	31.03683347
1135	31.01214493
1136	31.01199701
1137	31.01143276
1138	31.01139921
1139	31.01139159
1140	31.01138854
1141	31.01137481
1142	31.01096306
1143	31.01095391
1144	31.01095238
1145	31.01094476
1146	31.01093408
1147	31.00581567
1148	31.00580194
1149	31.00579279
1150	31.00578364
1151	31.00577754
1152	31.00577754
1153	31.00576991
1154	30.97084419
1155	30.97080449
1156	30.93296362
1157	30.93296056
1158	30.93172215
1159	30.93172368
1160	30.93167323
1161	30.93166252
1162	30.93123748
1163	30.9312283
1164	30.93121913
1165	30.93119314
1166	30.93118243
1167	30.93118091
1168	30.93117173
1169	30.93023141
1170	30.93022835
1171	30.90320359
1172	30.89398496
1173	30.89397884
1174	30.89397731
1175	30.89396812
1176	30.89396812
1177	30.89341397
1178	30.89340938
1179	30.89340785
1180	30.87915714
1181	30.87864254
1182	30.87863029
1183	30.87861804
1184	30.87860578
1185	30.87859659
1186	30.86419195
1187	30.85919632
1188	30.85918713
1189	30.859181
1190	30.85917946
1191	30.85917333
1192	30.85634416
1193	30.85633496
1194	30.8563319
1195	30.85558088
1196	30.85557475
1197	30.85556556
1198	30.81814945
1199	30.8181387
1200	30.81810341
1201	30.81809727
1202	30.81793768
1203	30.81793
1204	30.81792693
1205	30.81791926
1206	30.8176369
1207	30.78543968
1208	30.78543354
1209	30.78542125
1210	30.78541203
1211	30.78540435
1212	30.78540281
1213	30.78539667
1214	30.78538899
1215	30.77038588
1216	30.77037665
1217	30.77037358
1218	30.76633575
1219	30.76629425
1220	30.76628964
1221	30.74070538
1222	30.74068999
1223	30.74067922
1224	30.74066846
1225	30.74065922
1226	30.74064538
1227	30.71876719
1228	30.70549202
1229	30.67066074
1230	30.67065611
1231	30.67006863
1232	30.65197591
1233	30.65196203
1234	30.65194814
1235	30.62893968
1236	30.61293146
1237	30.6129191
1238	30.61247109
1239	30.61244019
1240	30.61242629
1241	30.61242629
1242	30.58282445
1243	30.58257084
1244	30.58254455
1245	30.58253218
1246	30.58251826
1247	30.58104916
1248	30.58104606
1249	30.58102441
1250	30.58044294
1251	30.58043984
1252	30.58043056
1253	30.58042902
1254	30.58042747
1255	30.57652541
1256	30.57651613
1257	30.57651149
1258	30.57650221
1259	30.56893021
1260	30.54802668
1261	30.54799882
1262	30.54798798
1263	30.54798488
1264	30.54798488
1265	30.54798179
1266	30.54798488
1267	30.53777166
1268	30.51195704
1269	30.49545163
1270	30.49545163
1271	30.49544078
1272	30.49544078
1273	30.49544078
1274	30.49543923
1275	30.49317497
1276	30.46744208
1277	30.46744053
1278	30.46104001
1279	30.44167036
1280	30.44167036
1281	30.44166725
1282	30.40413999
1283	30.40413999
1284	30.40377134
1285	30.39198162
1286	30.39198006
1287	30.39198006
1288	30.39197695
1289	30.39197695
1290	30.39197539
1291	30.39195517
1292	30.39118645
1293	30.391188
1294	30.391174
1295	30.39117089
1296	30.39116622
1297	30.39116466
1298	30.39064491
1299	30.38988706
1300	30.37526156
1301	30.37507472
1302	30.37507472
1303	30.37490501
1304	30.37475243
1305	30.34592707
1306	30.3357035
1307	30.33568635
1308	30.33568479
1309	30.33568011
1310	30.3355398
1311	30.33548368
1312	30.33535428
1313	30.33535117
1314	30.33535273
1315	30.33535117
1316	30.33534961
1317	30.33531375
1318	30.33531531
1319	30.32100039
1320	30.3200115
1321	30.32000839
1322	30.32000683
1323	30.31988828
1324	30.31988672
1325	30.31988672
1326	30.31988516
1327	30.28810661
1328	30.28810348
1329	30.28799262
1330	30.27030585
1331	30.27030585
1332	30.27030429
1333	30.27026367
1334	30.27014337
1335	30.24843769
1336	30.24684604
1337	30.23141767
1338	30.21065945
1339	30.21065945
1340	30.17827851
1341	30.17820485
1342	30.17816568
1343	30.17804187
1344	30.17801367
1345	30.17793688
1346	30.17738054
1347	30.17738211
1348	30.17735234
1349	30.15689093
1350	30.1568282
1351	30.15680624
1352	30.15680311
1353	30.15358965
1354	30.15353319
1355	30.15351437
1356	30.1535128
1357	30.15349398
1358	30.15347673
1359	30.15342654
1360	30.1533591
1361	30.15320853
1362	30.13942222
1363	30.12670021
1364	30.12665155
1365	30.1147659
1366	30.11439685
1367	30.11431833
1368	30.0999533
1369	30.07401448
1370	30.05262193
1371	30.05256528
1372	30.05220649
1373	30.05219075
1374	30.05214197
1375	30.0518288
1376	30.01644068
1377	30.01642334
1378	30.01635402
1379	30.01632881
1380	30.01632566
1381	30.01613344
1382	30.00523325
1383	30.00514971
1384	30.00514814
1385	29.98631358
1386	29.986312
1387	29.96935457
1388	29.96934668
1389	29.96929776
1390	29.94521521
1391	29.94521205
1392	29.94521205
1393	29.94517415
1394	29.94451715
1395	29.94450452
1396	29.93758148
1397	29.93751829
1398	29.93730661
1399	29.93723236
1400	29.93719287
1401	29.93719129
1402	29.91984721
1403	29.9198156
1404	29.9195706
1405	29.91942043
1406	29.91938882
1407	29.91937459
1408	29.91917701
1409	29.91912959
1410	29.91910114
1411	29.90938629
1412	29.90899573
1413	29.89363504
1414	29.89357018
1415	29.88041904
1416	29.87668832
1417	29.87466053
1418	29.87454972
1419	29.8745418
1420	29.87452914
1421	29.87451647
1422	29.87451014
1423	29.84193561
1424	29.84165352
1425	29.84160122
1426	29.82415081
1427	29.80866073
1428	29.80386425
1429	29.8038341
1430	29.79042427
1431	29.79038299
1432	29.79037982
1433	29.79035283
1434	29.79033061
1435	29.7586858
1436	29.75864766
1437	29.75857455
1438	29.75855072
1439	29.75853165
1440	29.75847761
1441	29.75842358
1442	29.75839338
1443	29.75838862
1444	29.75829485
1445	29.75827737
1446	29.75825353
1447	29.75821698
1448	29.75821857
1449	29.75768141
1450	29.75766234
1451	29.75763214
1452	29.74995822
1453	29.74994709
1454	29.74969752
1455	29.74968003
1456	29.74923332
1457	29.7492222
1458	29.74659271
1459	29.7465943
1460	29.74598538
1461	29.74586296
1462	29.74584388
1463	29.74584388
1464	29.71339569
1465	29.68901158
1466	29.68196521
1467	29.67993686
1468	29.67158937
1469	29.64677527
1470	29.63801474
1471	29.63801314
1472	29.60587168
1473	29.60587168
1474	29.60586209
1475	29.58510934
1476	29.58511094
1477	29.58510774
1478	29.55599869
1479	29.5316928
1480	29.51246796
1481	29.51242469
1482	29.50330849
1483	29.50330849
1484	29.50101777
1485	29.50101617
1486	29.50101938
1487	29.50093121
1488	29.500928
1489	29.50085426
1490	29.48066285
1491	29.48066285
1492	29.4803388
1493	29.48026822
1494	29.48026822
1495	29.48020886
1496	29.48016074
1497	29.48015753
1498	29.4801479
1499	29.4801094
