date,split,horizon,gold_price,actual_target,prediction,naive_prediction,predicted_log_return,error,interval_type,origin_index,origin_date,horizon_trading_days,raw_gold_price_anchor,actual_gold_price,predicted_log_return_p10,predicted_log_return_p50,predicted_log_return_p90,forecast_price_p10,forecast_price_p50,forecast_price_p90,p10,p50,p90,interval_width_price
2023-01-04,test,1,1852.5,2015.4000244140625,1864.3109294772148,1852.5,0.006355393677949905,-151.0890949368477,native,4437,2023-01-04,1,1852.5,2015.4000244140625,-0.009280368685722351,0.006355393677949905,0.019326135516166687,1835.3875900804996,1864.3109294772148,1888.6498403549194,1835.3875900804996,1864.3109294772148,1888.6498403549194,53.262250274419785
2023-01-04,test,5,1852.5,2005.9000244140625,1855.0619092583656,1852.5,0.001382000744342804,-150.83811515569687,native,4437,2023-01-04,5,1852.5,2005.9000244140625,-0.020858943462371826,0.001382000744342804,0.019880738109350204,1814.2588502168655,1855.0619092583656,1889.6977034211159,1814.2588502168655,1855.0619092583656,1889.6977034211159,75.43885320425034
2023-01-04,test,10,1852.5,1929.800048828125,1860.1086562871933,1852.5,0.004098709672689438,-69.6913925409317,native,4437,2023-01-04,10,1852.5,1929.800048828125,-0.01848374679684639,0.004098709672689438,0.020573746412992477,1818.5733076930046,1860.1086562871933,1891.007697880268,1818.5733076930046,1860.1086562871933,1891.007697880268,72.43439018726349
2023-01-04,test,20,1852.5,1938.0,1857.3126617074013,1852.5,0.002594582736492157,-80.68733829259872,native,4437,2023-01-04,20,1852.5,1938.0,-0.017449267208576202,0.002594582736492157,0.018392164260149002,1820.455707013607,1857.3126617074013,1886.8866920471191,1820.455707013607,1857.3126617074013,1886.8866920471191,66.43098503351212
2023-01-04,test,30,1852.5,1861.699951171875,1859.243865609169,1852.5,0.003633841872215271,-2.4560855627059937,native,4437,2023-01-04,30,1852.5,1861.699951171875,-0.019498899579048157,0.003633841872215271,0.02063649147748947,1816.7281191051006,1859.243865609169,1891.1262863874435,1816.7281191051006,1859.243865609169,1891.1262863874435,74.39816728234291
2023-01-05,test,1,2015.4000244140625,1991.4000244140625,2024.8295293042902,2015.4000244140625,0.0046678222715854645,33.42950489022769,native,4438,2023-01-05,1,2015.4000244140625,1991.4000244140625,-0.013489488512277603,0.0046678222715854645,0.016215220093727112,1988.395669538484,2024.8295293042902,2048.3465914902627,1988.395669538484,2024.8295293042902,2048.3465914902627,59.95092195177858
2023-01-05,test,5,2015.4000244140625,2005.9000244140625,2011.6830485132086,2015.4000244140625,-0.0018460899591445923,5.783024099146132,native,4438,2023-01-05,5,2015.4000244140625,2005.9000244140625,-0.026586517691612244,-0.0018460899591445923,0.014033243060112,1962.5235135468029,2011.6830485132086,2043.8821841352328,1962.5235135468029,2011.6830485132086,2043.8821841352328,81.35867058842996
2023-01-05,test,10,2015.4000244140625,1936.9000244140625,2007.9866143639883,2015.4000244140625,-0.0036851391196250916,71.08658994992584,native,4438,2023-01-05,10,2015.4000244140625,1936.9000244140625,-0.028645381331443787,-0.0036851391196250916,0.00962674617767334,1958.4869992872045,2007.9866143639883,2034.895468113551,1958.4869992872045,2007.9866143639883,2034.895468113551,76.4084688263465
2023-01-05,test,20,2015.4000244140625,1966.300048828125,2007.0290804325778,2015.4000244140625,-0.004162140190601349,40.72903160445276,native,4438,2023-01-05,20,2015.4000244140625,1966.300048828125,-0.027325235307216644,-0.004162140190601349,0.009344175457954407,1961.074419102617,2007.0290804325778,2034.320539322216,1961.074419102617,2007.0290804325778,2034.320539322216,73.2461202195991
2023-01-05,test,30,2015.4000244140625,1846.0,2009.4387119882376,2015.4000244140625,-0.00296223908662796,163.43871198823763,native,4438,2023-01-05,30,2015.4000244140625,1846.0,-0.028300754725933075,-0.00296223908662796,0.010812729597091675,1959.1622342926566,2009.4387119882376,2037.31026513892,1959.1622342926566,2009.4387119882376,2037.31026513892,78.14803084626328
2023-01-06,test,1,1991.4000244140625,1974.4000244140625,2001.9177382089692,1991.4000244140625,0.005267716944217682,27.51771379490674,native,4439,2023-01-06,1,1991.4000244140625,1974.4000244140625,-0.012713063508272171,0.005267716944217682,0.01625746116042137,1966.2434477106144,2001.9177382089692,2024.0397153087542,1966.2434477106144,2001.9177382089692,2024.0397153087542,57.79626759813982
2023-01-06,test,5,1991.4000244140625,2005.9000244140625,1994.0225091063621,1991.4000244140625,0.0013160407543182373,-11.877515307700378,native,4439,2023-01-06,5,1991.4000244140625,2005.9000244140625,-0.021941110491752625,0.0013160407543182373,0.015778809785842896,1948.1824405020961,1994.0225091063621,2023.0711503096973,1948.1824405020961,1994.0225091063621,2023.0711503096973,74.88870980760112
2023-01-06,test,10,1991.4000244140625,1936.9000244140625,1987.9895123898095,1991.4000244140625,-0.001714073121547699,51.08948797574703,native,4439,2023-01-06,10,1991.4000244140625,1936.9000244140625,-0.025371327996253967,-0.001714073121547699,0.011037610471248627,1941.510974284327,1987.9895123898095,2013.5020604697493,1941.510974284327,1987.9895123898095,2013.5020604697493,71.99108618542232
2023-01-06,test,20,1991.4000244140625,1845.300048828125,1986.0967749541524,1991.4000244140625,-0.0026666074991226196,140.79672612602735,native,4439,2023-01-06,20,1991.4000244140625,1845.300048828125,-0.025185585021972656,-0.0026666074991226196,0.010256640613079071,1941.871812225152,1986.0967749541524,2011.9302788867208,1941.871812225152,1986.0967749541524,2011.9302788867208,70.05846666156867
