Date, GLD Close, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
1-Mar-05,43.22,99.8863,43.2957211,43.2,$43.23 ,0.01%,3245500,5074620.61,157.84,2199422705
2-Mar-05,43.25,99.8851,43.12542995,43.24,$43.24 ,-0.01%,1188000,5074620.61,157.84,2190771841
3-Mar-05,42.97,99.884,42.97012317,42.94,$42.99 ,0.02%,1914600,5174504.67,160.94,2225852380
4-Mar-05,43.38,99.883,43.29430391,43.364,$43.39 ,0.06%,865000,5274387.71,164.05,2285939246
7-Mar-05,43.47,99.8797,43.24792887,43.412,$43.45 ,0.08%,1290100,5274387.71,164.05,2283490645
8-Mar-05,44.03,99.8787,43.67199853,43.996,$44.04 ,0.09%,2674900,5274387.71,164.05,2305881522
9-Mar-05,44.02,99.8777,43.8962783,44.006,$44.04 ,0.07%,3024800,5274387.71,164.05,2317723495
10-Mar-05,44.2,99.8767,43.96572208,44.2,$44.19 ,-0.01%,2064500,5274387.71,164.05,2321390126
11-Mar-05,44.43,99.8757,44.3148644,44.549,$44.45 ,-0.23%,2659300,5274387.71,164.05,2339824841
14-Mar-05,44.03,99.8723,44.13859542,44.038,$44.04 ,-0.01%,866600,5274387.71,164.05,2330517838
15-Mar-05,44.06,99.8712,44.00825132,43.988,$44.06 ,0.16%,1254900,5274387.71,164.05,2323635669
16-Mar-05,44.31,99.8702,44.24251667,44.307,$44.30 ,-0.01%,2223300,5274387.71,164.05,2336004880
17-Mar-05,43.82,99.8689,43.80250433,43.827,$43.84 ,0.02%,1525200,5274387.71,164.05,2312772229
18-Mar-05,43.89,99.8677,43.65718001,43.871,$43.90 ,0.05%,1205500,5274387.71,164.05,2305099105
21-Mar-05,43.09,99.8641,43.2112226,43.057,$43.08 ,0.04%,3814400,5274387.71,164.05,2281552553
22-Mar-05,42.65,99.863,43.15580812,42.646,$42.66 ,0.02%,2609300,5274387.71,164.05,2278626669
23-Mar-05,42.42,99.8615,42.66586138,42.421,$42.40 ,-0.05%,2618600,5274387.71,164.05,2252757481
24-Mar-05,42.42,99.8603,42.45561932,42.43,$42.41 ,-0.05%,1466300,5274387.71,164.05,2241656700
25-Mar-05, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
28-Mar-05,42.54,99.8559,42.45375829,42.545,$42.57 ,0.05%,2609300,5274387.71,164.05,2241558438
29-Mar-05,42.56,99.8549,42.54819102,42.578,$42.56 ,-0.05%,581100,5274387.71,164.05,2246544486
30-Mar-05,42.61,99.8538,42.58268715,42.583,$42.60 ,0.04%,1197800,5274387.71,164.05,2248365882
31-Mar-05,42.82,99.8528,42.68710774,42.787,$42.84 ,0.11%,1324300,5274387.71,164.05,2253879288
1-Apr-05,42.62,99.8517,42.65167752,42.552,$42.61 ,0.12%,1363200,5272503.84,163.99,2252006030
4-Apr-05,42.4,99.8482,42.32569209,42.38,$42.40 ,0.04%,1893100,5272503.84,163.99,2234796542
5-Apr-05,42.45,99.8472,42.3951281,42.435,$42.44 ,0.01%,888000,5372351.06,167.1,2280857893
6-Apr-05,42.63,99.8461,42.50949876,42.594,$42.62 ,0.05%,186900,5362366.45,166.79,2282760084
7-Apr-05,42.57,99.8451,42.7337106,42.534,$42.57 ,0.07%,2852700,5462211.57,169.89,2337533971
8-Apr-05,42.69,99.8439,42.45364404,42.633,$42.68 ,0.11%,1002100,5562055.51,173,2364667972
11-Apr-05,42.78,99.8408,42.83170216,42.741,$42.80 ,0.13%,514100,5562055.51,173,2385725810
12-Apr-05,42.84,99.8396,42.6614771,42.786,$42.83 ,0.09%,2098700,5562055.51,173,2376244274
13-Apr-05,42.9,99.8385,42.68098083,42.85,$42.89 ,0.08%,384000,5711813.33,177.66,2441352103
14-Apr-05,42.31,99.8372,42.27609716,42.335,$42.32 ,-0.04%,3679800,5711813.33,177.66,2418192757
15-Apr-05,42.4,99.8362,42.39046801,42.41,$42.41 ,-0.01%,1810900,5711813.33,177.66,2424734770
18-Apr-05,42.69,99.833,42.50390851,42.668,$42.68 ,0.02%,909800,5711813.33,177.66,2431223567
19-Apr-05,43.28,99.832,42.67319755,43.277,$43.27 ,-0.03%,1645400,5711813.33,177.66,2440906900
20-Apr-05,43.4,99.8312,43.24690064,43.401,$43.41 ,0.02%,1248100,5711813.33,177.66,2473722717
21-Apr-05,43.19,99.8302,43.32631133,43.151,$43.19 ,0.08%,1550600,5711813.33,177.66,2478265008
22-Apr-05,43.39,99.8291,43.38574999,43.37,$43.40 ,0.06%,1149000,5711813.33,177.66,2481664899
25-Apr-05,43.44,99.8257,43.2145688,43.389,$43.44 ,0.11%,905300,5711813.33,177.66,2471873335
26-Apr-05,43.64,99.8249,43.62350392,43.638,$43.64 ,-0.01%,1531400,5751743.31,178.9,2512713825
27-Apr-05,43.2,99.8236,43.35840861,43.198,$43.19 ,-0.02%,2762400,5751743.31,178.9,2497444336
28-Apr-05,43,99.8224,43.17320066,43.043,$43.02 ,-0.07%,2260300,5751743.31,178.9,2486776358
29-Apr-05,43.35,99.8215,43.49226533,43.417,$43.36 ,-0.14%,2260300,5751743.31,178.9,2505154483
2-May-05,42.88,99.8183,43.49083546,42.901,$42.89 ,-0.04%,1706700,5751743.31,178.9,2505072122
3-May-05,42.76,99.8165,42.71148548,42.711,$42.78 ,0.15%,1268700,5750026.91,178.84,2460181563
4-May-05,42.9,99.8154,42.80086059,42.885,$42.90 ,0.02%,607600,5750026.91,178.84,2465329570
5-May-05,42.91,99.8143,42.83533056,42.945,$42.93 ,-0.05%,319300,5750026.91,178.84,2467315040
6-May-05,42.52,99.8131,42.43555808,42.525,$42.54 ,0.02%,3722700,5750026.91,178.84,2444288145
9-May-05,42.55,99.8098,42.46910197,42.548,$42.54 ,-0.03%,600000,5750026.91,178.84,2446220274
10-May-05,42.64,99.8088,42.6583055,42.608,$42.63 ,0.04%,461000,5750026.91,178.84,2457118397
11-May-05,42.69,99.8077,42.52806452,42.637,$42.68 ,0.09%,764200,5750026.91,178.84,2449616517
12-May-05,42.16,99.8065,42.3429208,42.153,$42.17 ,0.04%,1878700,5750026.91,178.84,2438952238
13-May-05,41.95,99.8052,41.91819728,41.903,$41.95 ,0.10%,802600,5750026.91,178.84,2414488164
16-May-05,41.88,99.8019,41.84194984,41.883,$41.87 ,-0.04%,874500,5750026.91,178.84,2410096311
17-May-05,41.86,99.8008,41.91636062,41.836,$41.85 ,0.03%,880800,5750026.91,178.84,2414382372
18-May-05,42.05,99.7997,41.89094483,42.065,$42.06 ,-0.01%,2207100,5750026.91,178.84,2412918422
19-May-05,41.98,99.7987,41.9953028,41.98,$41.99 ,0.01%,610200,5750026.91,178.84,2418929441
20-May-05,41.65,99.7974,41.71533044,41.665,$41.66 ,-0.01%,932800,5750026.91,178.84,2402803033
23-May-05,41.62,99.7941,41.71395899,41.654,$41.63 ,-0.07%,5001300,5710109.25,177.6,2386038454
24-May-05,41.73,99.793,41.74344965,41.738,$41.74 ,0.00%,1683100,5710109.25,177.6,2387725320
25-May-05,41.87,99.792,41.75297479,41.877,$41.86 ,-0.04%,1535100,5710109.25,177.6,2388270158
26-May-05,41.69,99.7908,41.71258682,41.692,$41.70 ,0.01%,341500,5710109.25,177.6,2385959966
27-May-05,41.69,99.7898,41.7370862,41.936,$41.89 ,-0.11%,2453200,5710109.25,177.6,2387361331
30-May-05, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
31-May-05,41.65,99.785,41.35591789,41.66,$41.66 ,0.00%,3198900,5760001.78,179.15,2386236463
1-Jun-05,41.53,99.784,41.44530774,41.44,$41.52 ,0.18%,1787900,5758157.38,179.1,2391394349
2-Jun-05,42.1,99.783,41.94881314,42.098,$42.11 ,0.02%,5752600,5758157.38,179.1,2420446518
3-Jun-05,42.17,99.782,42.26270346,42.162,$42.17 ,0.01%,3350700,5758157.38,179.1,2438557990
6-Jun-05,42.48,99.7788,42.49083944,42.495,$42.49 ,-0.02%,2470800,5758157.38,179.1,2451721435
7-Jun-05,42.38,99.7777,42.31573488,42.385,$42.38 ,-0.01%,611000,5758157.38,179.1,2441617902
8-Jun-05,42.34,99.7766,42.36017829,42.315,$42.36 ,0.09%,690900,5758157.38,179.1,2444182287
9-Jun-05,42.27,99.7754,42.15513706,42.279,$42.28 ,-0.01%,692400,5758157.38,179.1,2432351408
10-Jun-05,42.62,99.7743,42.15966477,42.613,$42.62 ,0.02%,1678000,5758157.38,179.1,2432612657
13-Jun-05,42.78,99.7714,42.8119272,42.796,$42.79 ,-0.03%,2331600,5758157.38,179.1,2470248199
14-Jun-05,42.6,99.7702,42.58692229,42.596,$42.60 ,0.01%,825300,5758157.38,179.1,2457265416
15-Jun-05,42.74,99.7692,42.77107386,42.731,$42.75 ,0.03%,2311400,5758157.38,179.1,2467890961
16-Jun-05,43.46,99.7684,43.19971788,43.464,$43.47 ,0.01%,1804700,5758157.38,179.1,2492623721
17-Jun-05,43.63,99.7675,43.64831593,43.663,$43.65 ,-0.04%,1816500,5758157.38,179.1,2518507829
20-Jun-05,43.66,99.7644,43.83149921,43.671,$43.67 ,-0.01%,1433700,5758157.38,179.1,2529077504
21-Jun-05,43.81,99.763,43.41687517,43.771,$43.79 ,0.03%,672600,5758157.38,179.1,2505153697
22-Jun-05,43.72,99.762,43.59602796,43.735,$43.74 ,0.01%,1258500,5758157.38,179.1,2515490813
23-Jun-05,44.02,99.7611,43.81010657,44.039,$44.02 ,-0.04%,1565600,5658396.24,175.99,2484033044
24-Jun-05,43.9,99.7601,43.94933845,43.889,$43.91 ,0.04%,473200,5658396.24,175.99,2491927490
27-Jun-05,43.91,99.7567,43.82315073,43.907,$43.89 ,-0.04%,1061500,5638444.88,175.37,2476008017
28-Jun-05,43.45,99.7554,43.59314339,43.428,$43.45 ,0.04%,1289600,5638444.88,175.37,2463012601
29-Jun-05,43.63,99.7542,43.47291238,43.607,$43.62 ,0.02%,1199800,5638444.88,175.37,2456219550
30-Jun-05,43.44,99.7533,43.60216868,43.437,$43.44 ,0.00%,987500,5638444.88,175.37,2463522530
1-Jul-05,43.44,99.7517,43.15261609,42.868,$42.72 ,-0.36%,1755100,5636319.23,175.31,2438122922
4-Jul-05, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
5-Jul-05,42.28,99.7472,42.26788465,42.252,$42.29 ,0.08%,2582300,5636319.23,175.31,2388135483
6-Jul-05,42.25,99.7461,42.24248225,42.217,$42.25 ,0.07%,1254600,5636319.23,175.31,2386700247
7-Jul-05,42.36,99.745,42.41160583,42.232,$42.37 ,0.31%,4345200,5736064.3,178.41,2438667333
8-Jul-05,42.26,99.7439,42.33133577,42.196,$42.26 ,0.15%,824200,5736064.3,178.41,2434051807
11-Jul-05,42.54,99.7406,42.30999276,42.499,$42.53 ,0.07%,824200,5736064.3,178.41,2432824584
12-Jul-05,42.64,99.7396,42.51403001,42.603,$42.64 ,0.08%,1274100,5736064.3,178.41,2444556726
13-Jul-05,42.35,99.7384,42.33899014,42.309,$42.35 ,0.09%,980300,5835802.79,181.51,2476830922
14-Jul-05,41.9,99.7373,42.31857489,41.859,$41.89 ,0.06%,980300,5835802.79,181.51,2475636631
15-Jul-05,42.05,99.736,41.72456162,42.043,$42.04 ,-0.01%,1103900,5835802.79,181.51,2440886855
18-Jul-05,42.01,99.7328,41.97756823,41.962,$42.00 ,0.08%,956400,5835802.79,181.51,2455687741
19-Jul-05,41.89,99.7316,41.81251044,41.897,$41.89 ,-0.02%,1124800,5835802.79,181.51,2446031861
20-Jul-05,42.2,99.7307,42.10134526,42.196,$42.21 ,0.02%,2266600,5835802.79,181.51,2462928697
21-Jul-05,42.46,99.7298,42.31037193,42.44,$42.45 ,0.01%,1777300,5935532.6,184.61,2517467130
22-Jul-05,42.45,99.7287,42.38472507,42.439,$42.46 ,0.04%,626000,5935532.6,184.61,2521891142
25-Jul-05,42.51,99.7255,42.42323392,42.473,$42.51 ,0.09%,2120100,5935532.6,184.61,2524182418
26-Jul-05,42.25,99.7242,42.20829413,42.223,$42.26 ,0.09%,636900,6035256.86,187.72,2553601794
27-Jul-05,42.44,99.7232,42.28264797,42.432,$42.44 ,0.01%,1527800,6035256.86,187.72,2558100202
28-Jul-05,42.75,99.7223,42.52159712,42.676,$42.74 ,0.14%,3659700,6035256.86,187.72,2572556626
29-Jul-05,42.82,99.7214,42.7804947,42.92,$42.82 ,-0.23%,1184300,6035256.86,187.72,2588219929
1-Aug-05,43.61,99.7183,43.04343956,43.113,$43.12 ,0.02%,1493900,6033300.61,187.66,2604128191
2-Aug-05,43.14,99.7172,42.9781496,44.371,$43.13 ,-0.03%,699600,6152961.34,191.38,2651751828
3-Aug-05,43.53,99.7162,43.33668048,43.561,$43.54 ,-0.06%,1545900,6152961.34,191.38,2673873186
4-Aug-05,43.68,99.7152,43.73509657,43.635,$43.67 ,0.08%,867600,6152961.34,191.38,2698455459
5-Aug-05,43.6,99.7141,43.69971432,43.614,$43.60 ,-0.04%,1100600,6152961.34,191.38,2696272374
8-Aug-05,43.35,99.7107,43.49384599,43.344,$43.37 ,0.06%,1108500,6152961.34,191.38,2683570298
9-Aug-05,43.34,99.7096,43.20417336,43.338,$43.34 ,0.00%,1305800,6152961.34,191.38,2665697496
10-Aug-05,43.65,99.7086,43.52779884,43.592,$43.65 ,0.12%,695500,6152961.34,191.38,2685665188
11-Aug-05,44.45,99.7076,43.94615739,44.424,$44.44 ,0.04%,2186100,6152961.34,191.38,2711477911
12-Aug-05,44.49,99.7068,44.59387368,44.484,$44.49 ,0.00%,2428500,6152961.34,191.38,2751442006
15-Aug-05,44.13,99.7033,44.21844727,44.093,$44.12 ,0.05%,1524500,6152961.34,191.38,2728278197
16-Aug-05,44.55,99.7022,44.16810131,44.462,$44.50 ,0.07%,1726800,6152961.34,191.38,2725171851
17-Aug-05,43.91,99.7011,44.06789452,43.878,$43.92 ,0.08%,1989100,6152961.34,191.38,2718989092
18-Aug-05,43.83,99.6999,43.83306312,43.833,$43.84 ,0.02%,1092900,6152961.34,191.38,2704499994
19-Aug-05,43.6,99.6988,43.83258275,43.573,$43.60 ,0.06%,811800,6152961.34,191.38,2704470356
22-Aug-05,43.7,99.6955,43.8311417,43.696,$43.72 ,0.04%,876600,6152961.34,191.38,2704381443
23-Aug-05,43.76,99.6944,43.80074453,43.755,$43.77 ,0.03%,607700,6152961.34,191.38,2702505937
24-Aug-05,43.59,99.6933,43.86508431,43.575,$43.59 ,0.02%,893900,6152961.34,191.38,2706475702
25-Aug-05,43.73,99.6922,43.74992243,43.71,$43.71 ,0.00%,1650600,6152961.34,191.38,2699370214
26-Aug-05,43.61,99.6909,43.5400252,43.624,$43.63 ,0.00%,1301700,6152961.34,191.38,2686419555
29-Aug-05,43.57,99.6876,43.53859376,44.371,$43.63 ,-0.17%,1301700,6152961.34,191.38,2686331235
30-Aug-05,43.01,99.686,42.92980783,43.009,$43.03 ,0.04%,2199400,6152961.34,191.38,2648769143
31-Aug-05,43.4,99.6852,43.18861652,43.378,$43.39 ,0.02%,2416400,6252646.55,194.48,2707926257
1-Sep-05,44.22,99.6846,43.82137881,44.115,$44.20 ,0.18%,2502800,6250630.06,194.41,2747600552
2-Sep-05,44.22,99.6836,44.21966005,44.314,$44.24 ,-0.17%,1414900,6250630.06,194.41,2772572685
5-Sep-05, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
6-Sep-05,44.27,99.6792,44.27254854,44.332,$44.27 ,-0.15%,1414900,6250630.06,194.41,2775888793
7-Sep-05,44.33,99.6782,44.36178434,44.371,$44.34 ,-0.07%,1300700,6250630.06,194.41,2781483878
8-Sep-05,44.6,99.6772,44.7102131,44.54,$44.62 ,0.17%,1061100,6370242.72,198.14,2856982616
9-Sep-05,44.84,99.6761,44.6798162,44.769,$44.84 ,0.15%,1393600,6469918.83,201.24,2899720071
12-Sep-05,44.89,99.6728,44.68831624,44.827,$44.88 ,0.11%,752500,6469918.83,201.24,2900271724
13-Sep-05,44.56,99.6716,44.39374251,44.488,$44.56 ,0.15%,951700,6469918.83,201.24,2881153889
14-Sep-05,44.96,99.6707,44.78204501,44.856,$44.96 ,0.22%,1714800,6469918.83,201.24,2906354721
15-Sep-05,45.42,99.6698,45.32984645,45.414,$45.42 ,0.00%,2150000,6469918.83,201.24,2941907035
16-Sep-05,45.82,99.6688,45.56860446,45.812,$45.82 ,0.01%,2150000,6569587.69,204.34,3002971032
19-Sep-05,46.25,99.6659,46.29483718,46.264,$46.26 ,-0.02%,5983800,6569587.69,204.34,3050829770
20-Sep-05,46.23,99.6648,46.32423659,46.244,$46.23 ,-0.04%,1848500,6569587.69,204.34,3052767191
21-Sep-05,47.06,99.664,46.75239231,47.076,$47.08 ,0.00%,3681800,6569587.69,204.34,3080982653
22-Sep-05,46.36,99.6627,46.46776585,46.383,$46.38 ,-0.02%,2347300,6669250.46,207.44,3108693536
23-Sep-05,46.28,99.6614,46.10837712,46.218,$46.27 ,0.10%,2348800,6669250.46,207.44,3084650430
26-Sep-05,46.57,99.6581,46.01215694,46.51,$46.55 ,0.09%,1360200,6669250.46,207.44,3078213299
27-Sep-05,46.25,99.6572,46.25090569,46.186,$46.23 ,0.10%,2341000,6669250.46,207.44,3094185591
28-Sep-05,46.8,99.6561,46.24042996,46.733,$46.78 ,0.09%,3448000,6669250.46,207.44,3093484764
29-Sep-05,47.1,99.6556,47.07730871,47.067,$47.09 ,0.04%,2947100,6669250.46,207.44,3149471953
30-Sep-05,46.7,99.6545,47.16152824,46.747,$46.71 ,-0.09%,1168500,6669250.46,207.44,3155106239
3-Oct-05,46.42,99.6507,46.44720317,46.432,$46.44 ,0.01%,2194900,6666956.7,207.36,3107318007
4-Oct-05,46.45,99.6496,46.5812294,46.466,$46.46 ,-0.02%,1764500,6666956.7,207.36,3116284247
5-Oct-05,46.36,99.6485,46.18708379,46.341,$46.35 ,0.01%,1687500,6666956.7,207.36,3089915906
6-Oct-05,47.21,99.6475,47.01370968,47.178,$47.22 ,0.08%,2003000,6666956.7,207.36,3145217178
7-Oct-05,47.36,99.6464,47.10288348,47.342,$47.37 ,0.05%,1820500,6666956.7,207.36,3151182905
10-Oct-05,47.39,99.6432,47.15116214,47.35,$47.39 ,0.07%,1284300,6666956.7,207.36,3154412747
11-Oct-05,47.39,99.64217,47.37985068,47.38,$47.39 ,0.01%,2826900,6666956.7,207.36,3169712011
12-Oct-05,46.85,99.641,47.33946967,46.955,$46.87 ,-0.19%,3930000,6666956.7,207.36,3167010521
13-Oct-05,47.02,99.6398,46.78088588,47,$47.01 ,0.02%,2631900,6666956.7,207.36,3129641265
14-Oct-05,46.8,99.6385,46.43158259,46.825,$46.79 ,-0.09%,2438700,6666956.7,207.36,3106272875
17-Oct-05,47.26,99.6356,47.27711903,47.227,$47.25 ,0.04%,1784300,6666956.7,207.36,3162839263
18-Oct-05,47,99.6344,47.02746477,47.017,$47.01 ,-0.03%,1095900,6666956.7,207.36,3146137393
19-Oct-05,46.34,99.633,46.41905717,46.319,$46.34 ,0.03%,2947900,6666956.7,207.36,3105434925
20-Oct-05,45.98,99.6319,46.25910132,45.96,$45.97 ,0.01%,1671600,6666956.7,207.36,3094733879
21-Oct-05,46.52,99.6307,46.1140954,46.517,$46.52 ,0.00%,1671600,6666956.7,207.36,3085032982
24-Oct-05,46.39,99.6276,46.43645635,46.361,$46.37 ,0.01%,2051300,6666956.7,207.36,3106598930
25-Oct-05,47.06,99.6269,47.04882241,47.083,$47.08 ,-0.02%,3290500,6666956.7,207.36,3147566219
26-Oct-05,46.93,99.6259,47.14297854,46.913,$46.92 ,0.00%,2248400,6666956.7,207.36,3153865265
27-Oct-05,47.18,99.6259,47.26204726,47.182,$47.19 ,0.01%,2248400,6666956.7,207.36,3161830962
28-Oct-05,47.22,99.6235,46.89779053,47.131,$47.21 ,0.16%,1431400,6696843.76,208.29,3151531524
31-Oct-05,46.4,99.6202,46.8962487,46.409,$46.41 ,-0.01%,2326100,6696843.76,208.29,3151427913
1-Nov-05,45.73,99.6183,45.77462366,45.709,$45.74 ,0.06%,3452900,6794072.74,211.32,3121829333
2-Nov-05,46.13,99.6172,45.90362619,46.132,$46.12 ,-0.04%,960300,6794072.74,211.32,3130627319
3-Nov-05,45.96,99.6161,46.007723,45.937,$45.95 ,0.02%,1694800,6794072.74,211.32,3137726709
4-Nov-05,45.51,99.615,45.8727335,45.509,$45.51 ,0.00%,1809200,6794072.74,211.32,3128520425
7-Nov-05,45.77,99.6117,45.4727504,45.786,$45.79 ,0.00%,816600,6794072.74,211.32,3101241577
8-Nov-05,45.91,99.6107,45.98030766,45.906,$45.92 ,0.02%,583600,6794072.74,211.32,3135856982
9-Nov-05,46.56,99.6096,46.07444157,46.553,$46.55 ,-0.01%,1363200,6794072.74,211.32,3142276915
10-Nov-05,46.48,99.6086,46.51724005,46.457,$46.48 ,0.04%,809800,6794072.74,211.32,3172475772
11-Nov-05,46.8,99.6075,46.49182559,46.756,$46.79 ,0.06%,1467300,6794072.74,211.32,3170742505
14-Nov-05,46.62,99.6043,46.56501116,46.604,$46.62 ,0.02%,705000,6913597.9,215.04,3231611774
15-Nov-05,46.66,99.6032,46.6392147,46.634,$46.65 ,0.03%,1325400,6913597.9,215.04,3236761500
16-Nov-05,47.78,99.6024,47.38584215,47.724,$47.77 ,0.09%,2352500,6913597.9,215.04,3288577445
17-Nov-05,48.48,99.6016,48.42135499,48.441,$48.51 ,0.13%,3965300,7013199.58,218.13,3408863393
18-Nov-05,48.46,99.6005,48.3909389,48.385,$48.45 ,0.12%,1453800,7112800.15,221.23,3455113036
21-Nov-05,48.99,99.5974,48.69816363,48.917,$48.99 ,0.14%,2378800,7112800.15,221.23,3477048883
22-Nov-05,49.32,99.5965,49.06123549,49.24,$49.32 ,0.15%,2799500,7112800.15,221.23,3502972214
23-Nov-05,49.32,99.5951,48.56260805,49.01,$49.17 ,0.33%,1723700,7272152.44,226.19,3545070390
24-Nov-05, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
25-Nov-05,49.42,99.5933,49.38836208,49.398,$49.45 ,0.10%,775000,7272152.44,226.19,3605350432
28-Nov-05,49.74,99.5901,49.39670012,49.675,$49.74 ,0.12%,2168700,7272152.44,226.19,3605959108
29-Nov-05,49.8,99.589,49.39615878,49.735,$49.79 ,0.11%,2279600,7371741.47,229.28,3655315750
30-Nov-05,49.1,99.5879,49.36075149,49.076,$49.08 ,0.01%,1833300,7371741.47,229.28,3652695610
1-Dec-05,50.17,99.587,49.7686404,50.127,$50.17 ,0.08%,2556900,7369639.28,229.22,3682879495
2-Dec-05,50.32,99.586,50.0419651,50.256,$50.30 ,0.08%,1644700,7369639.28,229.22,3703105420
5-Dec-05,50.78,99.5827,50.35402412,50.747,$50.77 ,0.04%,1807100,7369639.28,229.22,3726197785
6-Dec-05,50.89,99.5816,50.21404822,50.667,$50.91 ,0.47%,2493500,7369639.28,229.22,3715839568
7-Dec-05,51.32,99.5807,51.32391114,51.289,$51.34 ,0.09%,2279800,7369639.28,229.22,3797969424
8-Dec-05,51.9,99.5796,51.35322527,51.851,$51.90 ,0.08%,3046000,7469218.93,232.32,3851491896
9-Dec-05,52.4,99.5796,52.32862974,52.329,$52.34 ,0.02%,3553400,7469218.93,232.32,3925074548
12-Dec-05,52.56,99.5757,53.42238281,52.538,$52.55 ,0.01%,7498300,7469218.93,232.32,4006678710
13-Dec-05,51.65,99.5742,52.02755843,51.674,$51.67 ,-0.02%,6161400,7469218.93,232.32,3902066883
14-Dec-05,50.35,99.5727,50.73233784,50.309,$50.34 ,0.05%,6982200,7469218.93,232.32,3804925338
15-Dec-05,50.24,99.5715,50.40811927,50.134,$50.17 ,0.06%,4644000,7469218.93,232.32,3780608945
16-Dec-05,50.09,99.5705,50.48225822,50.093,$50.11 ,0.03%,2688000,7568789.46,235.41,3836651625
19-Dec-05,50.22,99.5673,50.65487798,50.171,$50.21 ,0.07%,1985300,7668356.79,238.51,3900425606
20-Dec-05,49.04,99.5659,50.03189813,48.977,$49.05 ,0.14%,4317900,7668356.79,238.51,3852456156
21-Dec-05,49.37,99.5642,48.68691241,49.304,$49.37 ,0.13%,3950800,7767921.03,241.61,3797579169
22-Dec-05,50.14,99.5636,49.7818429,50.125,$50.15 ,0.04%,2965300,7767921.03,241.61,3882983746
23-Dec-05,50.12,99.5627,50.13981285,50.07,$50.14 ,0.13%,2877600,7767921.03,241.61,3910905402
26-Dec-05, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Dec-05,50.64,99.5584,50.13816444,50.577,$50.63 ,0.11%,4400800,7967037.85,247.8,4011009199
28-Dec-05,51.47,99.5581,51.57111663,51.411,$51.46 ,0.09%,4685700,8166154.13,253.99,4228831563
29-Dec-05,51.47,99.5567,51.07262069,51.44,$51.49 ,0.09%,3275200,8215932.52,255.54,4213491208
30-Dec-05,51.58,99.5556,51.07206101,51.47,$51.65 ,0.34%,2635900,8464821.69,263.28,4341125180
2-Jan-06, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
3-Jan-06,53.12,99.5524,52.76278442,53.093,$53.12 ,0.04%,4605300,8464821.69,263.28,4484836676
4-Jan-06,53.3,99.5513,52.71241368,53.22,$53.29 ,0.12%,5284800,8462451.04,263.21,4480555163
5-Jan-06,52.34,99.5501,52.23893941,52.259,$52.34 ,0.15%,7661600,9069706.96,282.1,4758967391
6-Jan-06,53.72,99.5492,53.2837114,53.732,$53.71 ,-0.04%,4629800,9069706.96,282.1,4854146108
9-Jan-06,54.6,99.546,53.90418846,54.597,$54.60 ,0.00%,5393700,9169253.01,285.19,4964575755
10-Jan-06,54.06,99.545,54.10271068,54.028,$54.07 ,0.07%,5100300,9169253.01,285.19,4982859654
11-Jan-06,54.53,99.5439,54.19171861,54.495,$54.53 ,0.06%,4209500,9169253.01,285.19,4991057284
12-Jan-06,54.43,99.5428,54.00196741,54.444,$54.43 ,-0.04%,3601400,9169253.01,285.19,4973581198
13-Jan-06,54.43,99.5418,54.57382541,55.355,$55.44 ,0.15%,4339800,9169253.01,285.19,5026247923
16-Jan-06, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Jan-06,55.26,99.5376,55.06918463,55.198,$55.25 ,0.09%,5127700,9199114.29,286.12,5088392777
18-Jan-06,54.51,99.5362,54.24724191,54.043,$54.09 ,0.08%,4544700,9199114.29,286.12,5012445153
19-Jan-06,55.59,99.5355,55.21732254,55.486,$55.58 ,0.16%,5290700,9298649.8,289.22,5157297927
20-Jan-06,55.2,99.5349,56.46116978,55.097,$55.20 ,0.18%,7270400,9298649.8,289.22,5273473258
